split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference,matched_E,two_dimensional_E
consumed,67#34,PC_ON,CNN,-0.030704255855404712,4914,5992,0.12861212861212862,0.2568424566088118,1.6876944937224663,1.4658103272716754,1.7167527123780928,-0.03198884044589542,-0.018808922865247085
consumed,68#3,MC_OFF,LN,-0.030707426988466922,5642,7861,0.30060262318326836,0.32044269176949497,1.6868073791876523,1.4929192614429994,1.494076221393423,-0.03246882507478113,-0.03616875605592437
consumed,68#3,MC_OFF,CNN,-0.11103129033361982,5642,7861,0.30060262318326836,0.32044269176949497,1.6868073791876523,1.4929192614429994,1.494076221393423,-0.10560556735864715,-0.07569000583975552
consumed,68#4,PC_ON,LN,-0.012629735154290974,6354,5790,0.20569719861504565,0.18048359240069084,1.7779479411632126,1.5034194030555312,1.7576593599432309,-0.014279740598912773,-0.017124189658756752
consumed,68#4,PC_ON,CNN,-0.028057714265407305,6354,5790,0.20569719861504565,0.18048359240069084,1.7779479411632126,1.5034194030555312,1.7576593599432309,-0.035594430000252225,-0.03446656791836738
consumed,68#7,PC_ON,LN,-0.03754029274812086,5159,7539,0.12250436131033146,0.27828624486006104,1.6934725398654054,1.4985636819619423,1.560239585401237,-0.03133308662231336,-0.01733044382795175
consumed,68#7,PC_ON,CNN,-0.09075117981271935,5159,7539,0.12250436131033146,0.27828624486006104,1.6934725398654054,1.4985636819619423,1.560239585401237,-0.07913117803756957,-0.04742973277534867
consumed,68#10,MC_ON,LN,-0.03319759946055743,768,1444,0.15755208333333334,0.21675900277008311,1.3219810248969426,1.1838927256495297,1.1997021225306077,-0.031041896704223224,-0.031977307848052444
consumed,68#10,MC_ON,CNN,-0.06500576419844252,768,1444,0.15755208333333334,0.21675900277008311,1.3219810248969426,1.1838927256495297,1.1997021225306077,-0.06948087006852333,-0.0368223538926848
consumed,68#11,PC_OFF,LN,-0.01138833318227225,8022,7343,0.23173772126651707,0.1600163420945118,1.768371188775286,1.487788914861596,1.658850272866212,-0.01000064854580674,-0.01985028315280884
consumed,68#11,PC_OFF,CNN,-0.022912320723518745,8022,7343,0.23173772126651707,0.1600163420945118,1.768371188775286,1.487788914861596,1.658850272866212,-0.03925644829838605,-0.06333353310678719
consumed,69#3,PC_OFF,LN,-0.01667686484959075,6643,6370,0.3405088062622309,0.3047095761381476,1.7053475198853207,1.458018477142364,1.718252155998122,-0.019029618969571588,-0.020669000558877625
consumed,69#3,PC_OFF,CNN,-0.05309572907370499,6643,6370,0.3405088062622309,0.3047095761381476,1.7053475198853207,1.458018477142364,1.718252155998122,-0.0634524234906931,-0.06265262760006714
consumed,69#4,MC_ON,LN,-0.057896814731269196,5580,5268,0.196415770609319,0.20975702353834472,1.7455858505449497,1.5212932321163033,1.64325538918173,-0.06267225410669951,-0.03810553027515782
consumed,69#4,MC_ON,CNN,-0.108086315130956,5580,5268,0.196415770609319,0.20975702353834472,1.7455858505449497,1.5212932321163033,1.64325538918173,-0.10901506938659511,-0.08597854643450914
consumed,69#6,MC_OFF,LN,-0.0450063049903383,5327,5670,0.21475502158813592,0.25326278659611995,1.6962409966533638,1.501090179790027,1.702542559726016,-0.05824603379045308,-0.06430005962937543
consumed,69#6,MC_OFF,CNN,-0.11947021303240189,5327,5670,0.21475502158813592,0.25326278659611995,1.6962409966533638,1.501090179790027,1.702542559726016,-0.1062759335807584,-0.09325194834531902
consumed,69#7,MC_ON,LN,0.01965369827697779,6153,5621,0.19778969608321145,0.21117238925458104,1.7057062037769313,1.4934071486025833,1.638950460924666,-0.006832422572395166,-0.012099855663096553
consumed,69#7,MC_ON,CNN,0.008990201620097865,6153,5621,0.19778969608321145,0.21117238925458104,1.7057062037769313,1.4934071486025833,1.638950460924666,-0.02379983277605341,-0.02796191465758603
consumed,69#21,PC_OFF,LN,-0.0196777139898824,7392,4188,0.2766504329004329,0.22110792741165233,1.6925989599728115,1.3976719483539939,1.8487128490022575,-0.023140121379833633,-0.03464280495273491
consumed,69#21,PC_OFF,CNN,-0.039204638655383234,7392,4188,0.2766504329004329,0.22110792741165233,1.6925989599728115,1.3976719483539939,1.8487128490022575,-0.04880977273035159,-0.0571304031643403
consumed,70#1,PC_ON,LN,-0.027973192171504617,8256,4470,0.18313953488372092,0.20313199105145413,1.7784043327817387,1.4718687417276783,1.83699317726217,-0.02822522899223378,-0.015934684359494033
consumed,70#1,PC_ON,CNN,-0.047390017566471966,8256,4470,0.18313953488372092,0.20313199105145413,1.7784043327817387,1.4718687417276783,1.83699317726217,-0.046481082490454545,-0.027640350675152622
consumed,70#7,PC_ON,LN,-0.015220156014035877,7630,6916,0.1724770642201835,0.30537883169462116,1.7257829046722917,1.4705639848652616,1.6839436307416005,-0.019247797091552592,-0.014718120806898006
consumed,70#7,PC_ON,CNN,-0.014410870619674769,7630,6916,0.1724770642201835,0.30537883169462116,1.7257829046722917,1.4705639848652616,1.6839436307416005,-0.027776711300644026,-0.044567121756435416
consumed,70#15,PC_ON,LN,-0.014023495045770332,4248,5718,0.1038135593220339,0.21948233648128718,1.6620632889715683,1.4274993028694478,1.6115352878543605,-0.02105335446607515,-0.015770115493507895
consumed,70#15,PC_ON,CNN,-0.0216994606766216,4248,5718,0.1038135593220339,0.21948233648128718,1.6620632889715683,1.4274993028694478,1.6115352878543605,-0.030039647407909376,-0.024374538326309276
consumed,70#34,MC_ON,LN,-0.03438078617708259,5180,7315,0.127992277992278,0.197676008202324,1.7039032293961487,1.5083472412629362,1.5603133174623072,-0.04041723074093468,-0.033504444133555425
consumed,70#34,MC_ON,CNN,-0.1554078562395303,5180,7315,0.127992277992278,0.197676008202324,1.7039032293961487,1.5083472412629362,1.5603133174623072,-0.11950307423667017,-0.10251334387934666
