split,cell_id,group,comparator,raw_E,Q1_bins,Q5_bins,Q1_event_rate,Q5_event_rate,raw_M_difference,raw_U_difference,raw_C_difference
development,68#11,PC_OFF,LN,0.007036598543999217,588,588,0.3078231292517007,0.04591836734693878,2.8776631955680916,2.4788976265402214,4.966266235402086
development,68#11,PC_OFF,CNN,0.06444415425191656,588,588,0.3078231292517007,0.04591836734693878,2.8776631955680916,2.4788976265402214,4.966266235402086
development,69#3,PC_OFF,LN,0.0018290806343539156,588,588,0.43197278911564624,0.20068027210884354,3.042340403598029,2.5823555858882,4.988108851658591
development,69#3,PC_OFF,CNN,0.02404365359855364,588,588,0.43197278911564624,0.20068027210884354,3.042340403598029,2.5823555858882,4.988108851658591
development,69#4,MC_ON,LN,-0.03309941065037337,504,504,0.0992063492063492,0.2837301587301587,3.0100461391495283,2.543000418409221,4.730484011445416
development,69#4,MC_ON,CNN,-0.14831768360705758,504,504,0.0992063492063492,0.2837301587301587,3.0100461391495283,2.543000418409221,4.730484011445416
development,69#6,MC_OFF,LN,0.0006080288096281953,588,588,0.27380952380952384,0.18877551020408162,2.9780483076146296,2.5345411894018324,4.712307869177544
development,69#6,MC_OFF,CNN,-0.07549375477588742,588,588,0.27380952380952384,0.18877551020408162,2.9780483076146296,2.5345411894018324,4.712307869177544
development,69#7,MC_ON,LN,0.019362328137571067,588,588,0.1326530612244898,0.2568027210884354,2.916324195339055,2.4470444986435766,4.698277224176833
development,69#7,MC_ON,CNN,0.00575474681606912,588,588,0.1326530612244898,0.2568027210884354,2.916324195339055,2.4470444986435766,4.698277224176833
development,69#21,PC_OFF,LN,-0.0005373657722669736,504,504,0.3253968253968254,0.1626984126984127,3.0663468035574106,2.380466867858472,4.447230868821083
development,69#21,PC_OFF,CNN,-0.05689298682026868,504,504,0.3253968253968254,0.1626984126984127,3.0663468035574106,2.380466867858472,4.447230868821083
development,70#1,PC_ON,LN,-0.0008861701359489035,504,504,0.19444444444444445,0.2837301587301587,2.661396494936309,2.289542557918356,4.641130027154023
development,70#1,PC_ON,CNN,-0.02261025681578589,504,504,0.19444444444444445,0.2837301587301587,2.661396494936309,2.289542557918356,4.641130027154023
development,70#7,PC_ON,LN,-0.0013861305245084637,588,588,0.1292517006802721,0.3826530612244898,3.0825468024177964,2.5902973133082026,5.077297886836321
development,70#7,PC_ON,CNN,0.036937772513196014,588,588,0.1292517006802721,0.3826530612244898,3.0825468024177964,2.5902973133082026,5.077297886836321
development,70#15,PC_ON,LN,0.005548441352249088,504,504,0.10714285714285714,0.27976190476190477,2.948915567868902,2.6213242466775615,4.6772390225866864
development,70#15,PC_ON,CNN,0.012041433815131824,504,504,0.10714285714285714,0.27976190476190477,2.948915567868902,2.6213242466775615,4.6772390225866864
development,70#34,MC_ON,LN,-0.053533178222823385,588,588,0.12074829931972789,0.3197278911564626,2.7316705930499894,2.339798449413272,4.697169009520027
development,70#34,MC_ON,CNN,-0.07270548594849648,588,588,0.12074829931972789,0.3197278911564626,2.7316705930499894,2.339798449413272,4.697169009520027
