group,mode,channel,family,name,kind,n_cells,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean,positive_cells,negative_cells,zero_within_1e9_cells
all,normal,logit,Mach,Mach_uniform_x-02,response_minus_blank,22,0.009026014351878654,0.04904083501208912,0.108565631237897,66.66665649414062,0.0026026186256697687,0.0014935735274444926,0.021466545421968807,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-02,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-02,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x-01,response_minus_blank,4,0.04714749660342932,0.0703936368227005,0.0703936368227005,58.33332061767578,0.0052511967221895856,0.03043600544333458,0.025936802849173546,4,0,0
all,normal,logit,Mach,Mach_uniform_x-01,response_minus_blank,22,0.004516873434609311,0.0245313129641793,0.05429892377419905,66.66665649414062,0.0013019987850478201,0.0007478967308998108,0.01073807342485948,9,13,0
PC_OFF,normal,logit,Mach,Mach_uniform_x-01,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x-01,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x+00,response_minus_blank,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x+00,response_minus_blank,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x+00,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x+00,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x+01,response_minus_blank,4,-0.04714750265702605,-0.0703936517238617,0.0703936517238617,58.33332061767578,-0.005251197417577107,-0.030436009168624878,-0.025936806574463844,0,4,0
all,normal,logit,Mach,Mach_uniform_x+01,response_minus_blank,22,-0.004516874535263262,-0.024531315673481335,0.05429892648350109,66.66665649414062,-0.001301998911481915,-0.0007478974082253196,-0.01073807410218499,13,9,0
PC_OFF,normal,logit,Mach,Mach_uniform_x+01,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x+01,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,logit,Mach,Mach_uniform_x+02,response_minus_blank,4,-0.09425308555364609,-0.14071965217590332,0.14071965217590332,58.33332061767578,-0.010496700207392375,-0.06085783615708351,-0.05183715187013149,0,4,0
all,normal,logit,Mach,Mach_uniform_x+02,response_minus_blank,22,-0.009026013843884522,-0.04904083501208912,0.108565631237897,66.66665649414062,-0.002602618553421714,-0.0014935721727934751,-0.02146654406731779,13,9,0
PC_OFF,normal,logit,Mach,Mach_uniform_x+02,clamp_minus_normal,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach,Mach_uniform_x+02,clamp_minus_normal,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
