group,probe,mode,channel,n_cells,peak_response,peak_absolute_response,peak_latency_ms_from_trial_start,peak_latency_ms_from_onset,response_integral_seconds,peak_change_vs_center_only,integral_change_vs_center_only,center_onset_50ms,center_offset_50ms,surround_first_onset_50ms,surround_first_offset_50ms,off_minus_normal_mean_abs_active,off_minus_normal_peak_signed,off_minus_normal_peak_absolute,off_minus_normal_integral_seconds
all,slow_2Hz,H1_off,logit,22,0.4218691804192283,0.4468644207174128,1021.5151515151516,721.5151515151515,0.4944880900227211,0.12078995867209001,-0.00044770056212490255,0.08752546256238763,0.3016377362337979,0.08752546256238763,0.1018829413541508,0.005124835487963123,0.01005433364347978,0.014064610004425049,0.003506849041018127
PC_OFF,rapid_10Hz,H1_off,logit,4,0.4573131278157234,0.4573131278157234,423.33333333333337,123.33333333333334,0.7869353294372559,0.03199975937604904,5.02169132232666e-06,0.12113266997039318,0.306534793227911,0.12113266997039318,0.31863437220454216,0.003812457332969643,0.007151857018470764,0.007151857018470764,0.0027212290588067845
all,rapid_10Hz,H1_off,logit,22,0.319356001236222,0.3443512415344065,505.45454545454544,205.45454545454547,0.4949293616651134,0.018276779489083725,-6.428919732570648e-06,0.08752546256238763,0.2072127881375226,0.08752546256238763,0.17043525928800757,0.006521240704883398,0.01037624478340149,0.01277464899149808,0.003490819683065638
PC_OFF,rapid_20Hz,H1_off,logit,4,0.4204705283045769,0.4204705283045769,396.6666666666667,96.66666666666667,0.7869367897510529,-0.004842840135097504,6.4820051193237305e-06,0.12505425326526165,0.26850590854883194,0.12505425326526165,0.2992764711380005,0.0017492233237135224,0.005014955997467041,0.005014955997467041,0.0027194772992515936
all,rapid_20Hz,H1_off,logit,22,0.26852449910207227,0.28795278478752484,476.66666666666674,176.66666666666669,0.4949400512162935,-0.032554722645066,4.2606314474886115e-06,0.09158263728022575,0.1554872735657475,0.09158263728022575,0.2048019834540107,0.0032185774233022876,0.008651806549592451,0.010051106864755804,0.0034872685130473906
PC_OFF,transient_50ms,H1_off,logit,4,0.5068469420075417,0.5068469420075417,1373.3333333333335,1073.3333333333335,0.786909744143486,0.08153357356786728,-2.0563602447509766e-05,0.12113266997039318,0.24989093095064163,0.12113266997039318,0.2973121963441372,0.001505599939264357,0.007070422172546387,0.007070422172546387,0.002720014177612029
all,transient_50ms,H1_off,logit,22,0.36312431503425946,0.3881195553324439,1327.2727272727275,1027.2727272727275,0.4949186931956898,0.06204509328712116,-1.709738915616816e-05,0.08752546256238763,0.1331121318719604,0.08752546256238763,0.14542145214297555,0.0024606981314718723,0.010445434938777576,0.012602689591321077,0.0034881111139177597
PC_OFF,large_field_50ms,H1_off,logit,4,0.29045386612415314,0.29045386612415314,355.0,55.00000000000003,-9.934107286779792e-10,-0.09102188795804977,-3.9736428036896143e-10,0.12113266997039318,0.15769020281732082,0.12113266997039318,0.15769020281732082,0.000879393121067551,0.011967286467552185,0.012728676199913025,-7.450580499779313e-10
all,large_field_50ms,H1_off,logit,22,0.12247956070032986,0.21526835452426563,394.54545454545456,94.54545454545456,1.0837209160366709e-10,-0.09377232600342143,7.04418558836941e-10,0.08752546256238763,0.033130127396857875,0.08752546256238763,0.033130127396857875,0.0017907904088629452,0.013556732372804121,0.023534365675666115,-2.7093023531725308e-11
PC_OFF,slow_step,H1_off,probability,4,0.11675888299942017,0.11675888299942017,1516.6666666666667,1216.6666666666667,0.15472176671028137,0.03311979025602341,0.0017461180686950684,0.02225798973813653,0.0813314113765955,0.02225798973813653,0.048162818886339664,0.0007164274429669604,0.0016884095966815948,0.0016884095966815948,0.0005721357538277516
all,slow_step,H1_off,probability,22,0.0761899243701588,0.07930695062333887,1560.909090909091,1260.909090909091,0.08751233150674538,0.02455922622572292,0.003053468588570302,0.014672640668736263,0.052626860243352974,0.014672640668736263,0.017909493466669864,0.0006181759811376899,0.0009119144894860008,0.0022444670850580387,0.0006057535391102482
PC_OFF,slow_1Hz,H1_off,probability,4,0.11675891280174255,0.11675891280174255,1016.6666666666667,716.6666666666667,0.15460288897156715,0.033119820058345795,0.0016272403299808502,0.02225798973813653,0.08133397996425629,0.02225798973813653,0.04816315229982138,0.0007711122452747077,0.0019885338842868805,0.0019885338842868805,0.0005733718990086345
all,slow_1Hz,H1_off,probability,22,0.0761879404837435,0.07930496673692357,1107.2727272727273,807.2727272727273,0.08732021703723479,0.024557242339307613,0.0028613541190597143,0.014672640668736263,0.052627024918117306,0.014672640668736263,0.017911542545665394,0.0007072495960032525,0.0015229203484275124,0.002405319701541554,0.0005977313773076854
