cell_id,group,condition,mode,offset_ms,peak_response_probability,peak_response_logit,peak_latency_ms_probability,peak_latency_ms_logit,response_integral_probability_s,response_integral_logit_s,integral_change_vs_center_only,integral_fraction_vs_center_only,peak_change_vs_center_only,peak_fraction_vs_center_only,center_onset_response,center_offset_response,surround_onset_response,surround_offset_response
67#6,MC_OFF,center_surround_simultaneous,normal,0.0,0.03206801414489746,0.17352521419525146,333.33333333333337,333.33333333333337,0.00068843545159325,0.003360367612913251,-0.011565320251975209,-0.9438184122282797,-0.09411129355430603,-0.7458536210917894,0.020308606326580048,-0.009308695793151855,0.020308606326580048,-0.009308695793151855
67#6,MC_OFF,center_then_surround_50ms,normal,50.0,0.09591355919837952,0.4826474189758301,366.6666666666667,366.6666666666667,0.0017236085841432214,0.003364483593031764,-0.010530147119425237,-0.8593403829944738,-0.030265748500823975,-0.2398630096542765,0.03639272227883339,0.00424598902463913,0.08796977996826172,-0.06173158437013626
67#6,MC_OFF,center_then_surround_100ms,normal,100.0,0.1261793076992035,0.6175727844238281,400.0,400.0,0.002700524404644966,0.003367521334439516,-0.009553231298923492,-0.779616595109813,0.0,0.0,0.03639272227883339,0.07008615881204605,0.07008615881204605,-0.0745496153831482
67#6,MC_OFF,center_only,H1_off,,0.12644439935684204,0.6187301278114319,400.0,400.0,0.012279032729566097,0.062406860291957855,0.0,0.0,0.0,0.0,0.03644072636961937,0.08601254224777222,,
67#6,MC_OFF,surround_only,H1_off,,-0.08371090888977051,-0.5579906702041626,413.33333333333337,413.33333333333337,-0.009252052754163742,-0.058869216591119766,-0.02153108548372984,-1.7534838417594707,-0.21015530824661255,-1.6620373011028173,,,-0.01353757455945015,-0.07441127300262451
67#6,MC_OFF,surround_then_center_100ms,H1_off,-100.0,0.1150880753993988,0.5687956809997559,400.0,400.0,0.0022095164749771357,0.0035222857259213924,-0.010069516254588962,-0.8200577746114361,-0.011356323957443237,-0.08981278740068399,-0.04599896818399429,0.08136198669672012,-0.013537593185901642,-0.04599896818399429
67#6,MC_OFF,surround_then_center_50ms,H1_off,-50.0,0.06698915362358093,0.3474661707878113,406.6666666666667,406.6666666666667,0.0010392589028924704,0.0035479881335049868,-0.011239773826673627,-0.9153631295085575,-0.05945524573326111,-0.4702086137122682,-0.03803425282239914,0.05099937692284584,-0.012619576416909695,0.005490154027938843
67#6,MC_OFF,center_surround_simultaneous,H1_off,0.0,0.03220459818840027,0.17423295974731445,333.33333333333337,333.33333333333337,0.0007248097099363804,0.003562352852895856,-0.011554223019629717,-0.94097175845202,-0.09423980116844177,-0.7453062503977355,0.0203953105956316,-0.009005872532725334,0.0203953105956316,-0.009005872532725334
67#6,MC_OFF,center_then_surround_50ms,H1_off,50.0,0.09613510966300964,0.4836571216583252,366.6666666666667,366.6666666666667,0.0017601915169507265,0.0035658073611557484,-0.01051884121261537,-0.8566506372515447,-0.030309289693832397,-0.2397044855130021,0.03644072636961937,0.004577416926622391,0.08822896331548691,-0.061594873666763306
67#6,MC_OFF,center_then_surround_100ms,H1_off,100.0,0.12644439935684204,0.6187301278114319,400.0,400.0,0.0027371603064239025,0.003568462561815977,-0.009541872423142195,-0.7770866511469405,0.0,0.0,0.03644072636961937,0.07033717632293701,0.07033717632293701,-0.07445956766605377
67#6,MC_OFF,center_only,AC_off,,0.12581172585487366,0.6159676313400269,400.0,400.0,0.012201402336359024,0.0620325431227684,0.0,0.0,0.0,0.0,0.036380741745233536,0.08538167923688889,,
67#6,MC_OFF,surround_only,AC_off,,-0.0005450844764709473,-0.0030895471572875977,420.0,420.0,-6.479382864199579e-05,-0.0003671979939099401,-0.01226619616500102,-1.0053103591583827,-0.1263568103313446,-1.0043325411265696,,,-4.9892812967300415e-05,-0.0005088374018669128
67#6,MC_OFF,surround_then_center_100ms,AC_off,-100.0,0.12560272216796875,0.6150544881820679,400.0,400.0,0.012129454873502254,0.0616665855050087,-7.194746285676956e-05,-0.005896655226454826,-0.00020900368690490723,-0.0016612417124457633,0.035822317004203796,0.08527502417564392,-4.989653825759888e-05,0.035822317004203796
67#6,MC_OFF,surround_then_center_50ms,AC_off,-50.0,0.12525418400764465,0.613531231880188,400.0,400.0,0.012124747037887573,0.06166753172874451,-7.66552984714508e-05,-0.006282499040542682,-0.0005575418472290039,-0.004431557102015591,0.036012183874845505,0.08501254767179489,-4.570611781673506e-05,0.10351594537496567
67#6,MC_OFF,center_surround_simultaneous,AC_off,0.0,0.12519514560699463,0.6132731437683105,400.0,400.0,0.012125750072300434,0.06166746839880943,-7.565226405858994e-05,-0.006200292554336426,-0.0006165802478790283,-0.004900817023925624,0.03632225841283798,0.08476699888706207,0.03632225841283798,0.08476699888706207
67#6,MC_OFF,center_then_surround_50ms,AC_off,50.0,0.12557777762413025,0.614945650100708,400.0,400.0,0.012131447903811932,0.06166660413146019,-6.995443254709244e-05,-0.005733310862033854,-0.0002339482307434082,-0.001859510543661663,0.036380741745233536,0.08498914539813995,0.10410076379776001,0.018151570111513138
67#6,MC_OFF,center_then_surround_100ms,AC_off,100.0,0.12581172585487366,0.6159676313400269,400.0,400.0,0.012135578319430351,0.06166582927107811,-6.582401692867279e-05,-0.005394791116142729,0.0,0.0,0.036380741745233536,0.08532461524009705,0.08532461524009705,-0.0006616469472646713
67#7,MC_ON,center_only,normal,,0.10996492207050323,0.5509809255599976,400.0,400.0,0.010702379047870636,0.05547560378909111,0.0,0.0,0.0,0.0,0.03686336427927017,0.0695875957608223,,
67#7,MC_ON,surround_only,normal,,-0.08471490442752838,-0.5762275457382202,413.33333333333337,413.33333333333337,-0.009522485546767712,-0.06164611876010895,-0.020224864594638348,-1.889754091513169,-0.19467982649803162,-1.7703811618509948,,,-0.01461876556277275,-0.07536391913890839
67#7,MC_ON,surround_then_center_100ms,normal,-100.0,0.0972871333360672,-0.5583096742630005,400.0,300.0,0.00032519380329176784,-0.006192419212311506,-0.010377185244578868,-0.969614811637935,-0.012677788734436035,-0.11528938952284948,-0.047025613486766815,0.06425164639949799,-0.014618780463933945,-0.047025613486766815
67#7,MC_ON,surround_then_center_50ms,normal,-50.0,-0.050806254148483276,-0.3194608688354492,306.6666666666667,306.6666666666667,-0.000767518300563097,-0.006194418296217918,-0.011469897348433733,-1.071714737174797,-0.1607711762189865,-1.462022372151632,-0.0391395166516304,0.033511653542518616,-0.013762010261416435,-0.004460011143237352
67#7,MC_ON,center_surround_simultaneous,normal,0.0,-0.03563448786735535,-0.21739566326141357,433.33333333333337,433.33333333333337,-0.0009385893936268985,-0.006192207336425781,-0.011640968441497535,-1.087699135811644,-0.14559940993785858,-1.3240532271237235,0.019510407000780106,-0.023789193481206894,0.019510407000780106,-0.023789193481206894
67#7,MC_ON,center_then_surround_50ms,normal,50.0,0.08653853833675385,-0.4771428108215332,366.6666666666667,466.6666666666667,9.294162737205625e-05,-0.0061576347798109055,-0.01060943742049858,-0.9913157974543475,-0.02342638373374939,-0.21303505965956787,0.03686336427927017,-0.010651631280779839,0.07711619138717651,-0.06684752553701401
67#7,MC_ON,center_then_surround_100ms,normal,100.0,0.10996492207050323,-0.5771282911300659,400.0,513.3333333333334,0.0009522616164758801,-0.006145398132503033,-0.009750117431394756,-0.9110233703911521,0.0,0.0,0.03686336427927017,0.05313210189342499,0.05313210189342499,-0.07539726793766022
67#7,MC_ON,center_only,H1_off,,0.11018268764019012,0.551958441734314,400.0,400.0,0.010717788711190224,0.055543202906847,0.0,0.0,0.0,0.0,0.036907587200403214,0.06973744928836823,,
67#7,MC_ON,surround_only,H1_off,,-0.08462989330291748,-0.575522780418396,413.33333333333337,413.33333333333337,-0.00951933953911066,-0.061612389981746674,-0.020237128250300884,-1.8881813026573022,-0.1948125809431076,-1.7680870299632079,,,-0.014586910605430603,-0.07530812174081802
67#7,MC_ON,surround_then_center_100ms,H1_off,-100.0,0.09741930663585663,-0.5575453042984009,400.0,300.0,0.00034152864827774465,-0.006090738344937563,-0.010376260062912479,-0.9681344111662546,-0.012763381004333496,-0.11583835244619627,-0.04692923650145531,0.06433957070112228,-0.014586927369236946,-0.04692923650145531
67#7,MC_ON,surround_then_center_50ms,H1_off,-50.0,-0.0506952702999115,-0.3186894655227661,306.6666666666667,306.6666666666667,-0.0007509992574341595,-0.006092370487749577,-0.011468787968624383,-1.0700703547785055,-0.16087795794010162,-1.4601019578090229,-0.038984451442956924,0.033583562821149826,-0.013732178136706352,-0.004218078218400478
67#7,MC_ON,center_surround_simultaneous,H1_off,0.0,-0.03550046682357788,-0.21652281284332275,433.33333333333337,433.33333333333337,-0.000920543388929218,-0.00608999514952302,-0.011638332100119442,-1.0858893017706253,-0.145683154463768,-1.3221964138277997,0.01958945021033287,-0.023597752675414085,0.01958945021033287,-0.023597752675414085
67#7,MC_ON,center_then_surround_50ms,H1_off,50.0,0.0867481380701065,-0.47663652896881104,366.6666666666667,466.6666666666667,0.00011253913544351235,-0.006055803969502449,-0.010605249575746711,-0.9894997803673801,-0.023434549570083618,-0.21268812798078504,0.036907587200403214,-0.010393764823675156,0.0773538202047348,-0.06680800020694733
67#7,MC_ON,center_then_surround_100ms,H1_off,100.0,0.11018268764019012,-0.5766749382019043,400.0,513.3333333333334,0.0009721883106976748,-0.006043813657015562,-0.009745600400492549,-0.9092920809604473,0.0,0.0,0.036907587200403214,0.053314805030822754,0.053314805030822754,-0.07536923140287399
67#7,MC_ON,center_only,AC_off,,0.10958336293697357,0.5492676496505737,400.0,400.0,0.010645286180078983,0.055184099823236465,0.0,0.0,0.0,0.0,0.03685218095779419,0.06914933770895004,,
67#7,MC_ON,surround_only,AC_off,,-0.0005227774381637573,-0.003000617027282715,420.0,420.0,-6.135305011412129e-05,-0.0003520242462400347,-0.010706639230193105,-1.0057634007274445,-0.11010614037513733,-1.0047705913028462,,,-4.585273563861847e-05,-0.0004856456071138382
67#7,MC_ON,surround_then_center_100ms,AC_off,-100.0,0.10939712822437286,0.5484309196472168,400.0,400.0,0.010577431879937649,0.05483314022421837,-6.785430014133453e-05,-0.006374117049883866,-0.000186234712600708,-0.0016994798079688442,0.03631716966629028,0.06905356794595718,-4.585273563861847e-05,0.03631716966629028
67#7,MC_ON,surround_then_center_50ms,AC_off,-50.0,0.1090698391199112,0.5469601154327393,400.0,400.0,0.010573341511189938,0.054833974689245224,-7.194466888904572e-05,-0.006758359303076239,-0.0005135238170623779,-0.0046861476349993846,0.03649105504155159,0.06881888955831528,-4.139542579650879e-05,0.09388723224401474
67#7,MC_ON,center_surround_simultaneous,AC_off,0.0,0.1089993566274643,0.5466431975364685,400.0,400.0,0.010574635118246078,0.05483386665582657,-7.065106183290482e-05,-0.006636840065898596,-0.0005840063095092773,-0.005329333704105852,0.03679817169904709,0.06857636570930481,0.03679817169904709,0.06857636570930481
67#7,MC_ON,center_then_surround_50ms,AC_off,50.0,0.10935793817043304,0.5482549667358398,400.0,400.0,0.01057983934879303,0.05483309552073479,-6.544683128595352e-05,-0.006147963537929794,-0.00022542476654052734,-0.0020571075800090155,0.03685218095779419,0.06877559423446655,0.09444405883550644,0.01246836967766285
67#7,MC_ON,center_then_surround_100ms,AC_off,100.0,0.10958336293697357,0.5492676496505737,400.0,400.0,0.010583234019577503,0.05483246594667435,-6.20521605014801e-05,-0.005829073963046778,0.0,0.0,0.03685218095779419,0.06909849494695663,0.06909849494695663,-0.0006519071757793427
67#14,PC_ON,center_only,normal,,0.1033608615398407,0.6508159637451172,400.0,400.0,0.009865403175354004,0.06551807373762131,0.0,0.0,0.0,0.0,0.02797984890639782,0.07012370973825455,,
67#14,PC_ON,surround_only,normal,,-0.057634137570858,-0.5456790924072266,413.33333333333337,413.33333333333337,-0.006723450031131506,-0.060113608837127686,-0.01658885320648551,-1.681518019246106,-0.1609949991106987,-1.5576011723609984,,,-0.007148539647459984,-0.05377490073442459
67#14,PC_ON,surround_then_center_100ms,normal,-100.0,0.09066246449947357,0.5827517509460449,406.6666666666667,406.6666666666667,0.0020681987516582012,0.005407086573541164,-0.007797204423695803,-0.7903584156778278,-0.012698397040367126,-0.12285498448048925,-0.03384018689393997,0.06296718120574951,-0.007148550823330879,-0.03384018689393997
67#14,PC_ON,surround_then_center_50ms,normal,-50.0,0.04509532451629639,0.31562554836273193,406.6666666666667,406.6666666666667,0.0009567352244630456,0.00544350640848279,-0.008908667950890958,-0.9030211733410769,-0.05826553702354431,-0.5637098622778576,-0.020262951031327248,0.031978197395801544,-0.006618797779083252,0.007171750068664551
67#14,PC_ON,center_surround_simultaneous,normal,0.0,0.0342598557472229,0.24544858932495117,346.6666666666667,346.6666666666667,0.000933755945879966,0.005452227778732777,-0.008931647229474038,-0.9053504525580163,-0.0691010057926178,-0.6685413101552239,0.018925504758954048,-0.004517996683716774,0.018925504758954048,-0.004517996683716774
67#14,PC_ON,center_then_surround_50ms,normal,50.0,0.08199863135814667,0.534908652305603,373.33333333333337,373.33333333333337,0.0020749070681631565,0.005449562333524227,-0.007790496107190847,-0.7896784316583492,-0.02136223018169403,-0.20667620086989993,0.02797984890639782,0.015772581100463867,0.07706479728221893,-0.0456237718462944
67#14,PC_ON,center_then_surround_100ms,normal,100.0,0.1033608615398407,0.6508159637451172,400.0,400.0,0.0029395930469036102,0.005440238397568464,-0.006925810128450394,-0.7020301152772576,0.0,0.0,0.02797984890639782,0.06140899658203125,0.06140899658203125,-0.05380938947200775
67#14,PC_ON,center_only,H1_off,,0.10348829627037048,0.6514874696731567,400.0,400.0,0.0098748579621315,0.0655682235956192,0.0,0.0,0.0,0.0,0.027997540310025215,0.07021846622228622,,
67#14,PC_ON,surround_only,H1_off,,-0.05751290172338486,-0.5442502498626709,413.33333333333337,413.33333333333337,-0.0067154839634895325,-0.060018040239810944,-0.016590341925621033,-1.680058790642087,-0.16100119799375534,-1.5557430530417502,,,-0.007118947803974152,-0.05367821827530861
67#14,PC_ON,surround_then_center_100ms,H1_off,-100.0,0.09070532023906708,0.582985520362854,406.6666666666667,406.6666666666667,0.0020839350763708353,0.005553380120545626,-0.007790922885760665,-0.7889655644301525,-0.012782976031303406,-0.12352098248778759,-0.033717624843120575,0.06299658119678497,-0.007118958979845047,-0.033717624843120575
67#14,PC_ON,surround_then_center_50ms,H1_off,-50.0,0.045218825340270996,0.3164081573486328,406.6666666666667,406.6666666666667,0.0009752126061357558,0.005590233951807022,-0.008899645355995744,-0.9012428725683407,-0.05826947093009949,-0.5630537271370898,-0.02010326273739338,0.032036274671554565,-0.006591367069631815,0.007399929221719503
67#14,PC_ON,center_surround_simultaneous,H1_off,0.0,0.03443427383899689,0.24660277366638184,346.6666666666667,346.6666666666667,0.0009547024383209646,0.005598889198154211,-0.008920155523810536,-0.9033198814623871,-0.0690540224313736,-0.6672640764223723,0.018979737535119057,-0.0043051037937402725,0.018979737535119057,-0.0043051037937402725
67#14,PC_ON,center_then_surround_50ms,H1_off,50.0,0.08212830126285553,0.5356335639953613,373.33333333333337,373.33333333333337,0.0020951146725565195,0.00559567054733634,-0.007779743289574981,-0.787833437139962,-0.021359995007514954,-0.20640010298082845,0.027997540310025215,0.016022939234972,0.07720733433961868,-0.045517392456531525
67#14,PC_ON,center_then_surround_100ms,H1_off,100.0,0.10348829627037048,0.6514874696731567,400.0,400.0,0.0029581186827272177,0.005586103070527315,-0.006916739279404283,-0.7004393689437226,0.0,0.0,0.027997540310025215,0.06153792887926102,0.06153792887926102,-0.05372424051165581
67#14,PC_ON,center_only,AC_off,,0.1032319962978363,0.6501367092132568,400.0,400.0,0.009845965541899204,0.0653921514749527,0.0,0.0,0.0,0.0,0.02797650173306465,0.06997392326593399,,
67#14,PC_ON,surround_only,AC_off,,-0.0004642605781555176,-0.003622293472290039,420.0,420.0,-5.342602889868431e-05,-0.00041662933654151857,-0.009899391570797889,-1.005426184833913,-0.10369625687599182,-1.0044972546768938,,,-3.9130449295043945e-05,-0.00043207593262195587
67#14,PC_ON,surround_then_center_100ms,AC_off,-100.0,0.103056401014328,0.6492108106613159,400.0,400.0,0.009783776476979256,0.06497696042060852,-6.218906491994858e-05,-0.006316197701008085,-0.00017559528350830078,-0.001700977311353042,0.02748507261276245,0.0698891282081604,-3.9130449295043945e-05,0.02748507261276245
67#14,PC_ON,surround_then_center_50ms,AC_off,-50.0,0.10270440578460693,0.6473535299301147,400.0,400.0,0.009776963852345943,0.06497819721698761,-6.90016895532608e-05,-0.007008118123065354,-0.0005275905132293701,-0.00511072663660606,0.027644317597150803,0.06964718550443649,-3.529872265062295e-05,0.08602731674909592
67#14,PC_ON,center_surround_simultaneous,AC_off,0.0,0.10262998938560486,0.6469607353210449,400.0,400.0,0.009778095409274101,0.06497813016176224,-6.7870132625103e-05,-0.006893192174630688,-0.0006020069122314453,-0.005831592275853946,0.027927029877901077,0.0693996250629425,0.027927029877901077,0.0693996250629425
67#14,PC_ON,center_then_surround_50ms,AC_off,50.0,0.10300794243812561,0.6489553451538086,400.0,400.0,0.009786037728190422,0.06497705727815628,-5.9927813708782196e-05,-0.006086534982654695,-0.00022405385971069336,-0.002170391620290592,0.02797650173306465,0.06960643827915192,0.08658914268016815,0.012329282239079475
67#14,PC_ON,center_then_surround_100ms,AC_off,100.0,0.1032319962978363,0.6501367092132568,400.0,400.0,0.009791434742510319,0.06497611105442047,-5.45307993888855e-05,-0.005538390232713222,0.0,0.0,0.02797650173306465,0.06992682814598083,0.06992682814598083,-0.0005364604294300079
67#21,PC_ON,center_only,normal,,0.07212881743907928,0.6462621688842773,406.6666666666667,406.6666666666667,0.006733831949532032,0.0646316260099411,0.0,0.0,0.0,0.0,0.014791351743042469,0.05264405533671379,,
67#21,PC_ON,surround_only,normal,,-0.03662525862455368,-0.5241899490356445,413.33333333333337,413.33333333333337,-0.004346141126006842,-0.05842365324497223,-0.011079973075538874,-1.6454187093737729,-0.10875407606363297,-1.5077756703205032,,,-0.004911039024591446,-0.034135159105062485
67#21,PC_ON,surround_then_center_100ms,normal,-100.0,0.06250378489494324,0.5755897760391235,406.6666666666667,406.6666666666667,0.001634335145354271,0.0062108878046274185,-0.005099496804177761,-0.7572949313848188,-0.009625032544136047,-0.13344226185692626,-0.02392345294356346,0.04710887745022774,-0.004911043681204319,-0.02392345294356346
67#21,PC_ON,surround_then_center_50ms,normal,-50.0,0.03225304186344147,0.3275967836380005,413.33333333333337,413.33333333333337,0.0007949420833028853,0.006246773526072502,-0.005938889866229147,-0.8819480365324338,-0.03987577557563782,-0.5528411111039953,-0.015446155332028866,0.02533147856593132,-0.004595662001520395,0.0037909841630607843
67#21,PC_ON,center_surround_simultaneous,normal,0.0,0.017821379005908966,0.19119739532470703,353.33333333333337,353.33333333333337,0.0006616536411456764,0.006260037422180176,-0.006072178308386356,-0.901741883951877,-0.05430743843317032,-0.7529229004626191,0.008608603850007057,0.0014656847342848778,0.008608603850007057,0.0014656847342848778
67#21,PC_ON,center_then_surround_50ms,normal,50.0,0.052307724952697754,0.4967954158782959,373.33333333333337,373.33333333333337,0.0014699490275233984,0.006254260893911123,-0.005263882922008634,-0.7817069035075114,-0.01982109248638153,-0.27480129565582606,0.014791351743042469,0.015231924131512642,0.04907666891813278,-0.02712997794151306
67#21,PC_ON,center_then_surround_100ms,normal,100.0,0.07212881743907928,0.6462621688842773,406.6666666666667,406.6666666666667,0.0021910378709435463,0.006244868505746126,-0.004542794078588486,-0.6746224308291785,0.0,0.0,0.014791351743042469,0.046155836433172226,0.046155836433172226,-0.03414836525917053
67#21,PC_ON,center_only,H1_off,,0.07222646474838257,0.6469621658325195,406.6666666666667,406.6666666666667,0.006741485558450222,0.06469018757343292,0.0,0.0,0.0,0.0,0.01480080932378769,0.05272220820188522,,
67#21,PC_ON,surround_only,H1_off,,-0.03654143214225769,-0.5226752758026123,413.33333333333337,413.33333333333337,-0.0043397871777415276,-0.058310750871896744,-0.01108127273619175,-1.6437434509225868,-0.10876789689064026,-1.50592857160541,,,-0.004895653575658798,-0.03406258672475815
67#21,PC_ON,surround_then_center_100ms,H1_off,-100.0,0.06255608797073364,0.5759831666946411,406.6666666666667,406.6666666666667,0.0016475804150104523,0.006382840685546398,-0.00509390514343977,-0.7556057339698271,-0.009670376777648926,-0.13388965957752325,-0.023834960535168648,0.047148559242486954,-0.004895665682852268,-0.023834960535168648
67#21,PC_ON,surround_then_center_50ms,H1_off,-50.0,0.032365426421165466,0.3286057710647583,413.33333333333337,413.33333333333337,0.0008100175764411688,0.006419216748327017,-0.005931467982009053,-0.8798458337679238,-0.0398610383272171,-0.551889649674564,-0.01535398792475462,0.025412894785404205,-0.004581437446177006,0.0039536613039672375
67#21,PC_ON,center_surround_simultaneous,H1_off,0.0,0.017938844859600067,0.1923670768737793,353.33333333333337,353.33333333333337,0.0006779570830985904,0.006432514172047377,-0.006063528475351632,-0.899435061127025,-0.0542876198887825,-0.751630584134304,0.00863676331937313,0.0016337363049387932,0.00863676331937313,0.0016337363049387932
67#21,PC_ON,center_then_surround_50ms,H1_off,50.0,0.0523877888917923,0.49743127822875977,373.33333333333337,373.33333333333337,0.001485574641264975,0.0064261495135724545,-0.005255910917185247,-0.7796369022250803,-0.01983867585659027,-0.2746732229758558,0.01480080932378769,0.01540278922766447,0.049164194613695145,-0.027039160951972008
67#21,PC_ON,center_then_surround_100ms,H1_off,100.0,0.07222646474838257,0.6469621658325195,406.6666666666667,406.6666666666667,0.002205626806244254,0.0064164320938289165,-0.004535858752205968,-0.6728277785184045,0.0,0.0,0.01480080932378769,0.04625186696648598,0.04625186696648598,-0.03408123552799225
67#21,PC_ON,center_only,AC_off,,0.0720166265964508,0.6454575061798096,406.6666666666667,406.6666666666667,0.006718707270920277,0.06449298560619354,0.0,0.0,0.0,0.0,0.014788239262998104,0.0525275394320488,,
67#21,PC_ON,surround_only,AC_off,,-0.0003361552953720093,-0.0039021968841552734,426.6666666666667,426.6666666666667,-4.021018685307354e-05,-0.00046657404163852334,-0.00675891745777335,-1.0059848100581954,-0.07235278189182281,-1.0046677456478998,,,-2.3303553462028503e-05,-0.0003161253407597542
67#21,PC_ON,surround_then_center_100ms,AC_off,-100.0,0.07187208533287048,0.6444199085235596,406.6666666666667,406.6666666666667,0.006670248694717884,0.06402796506881714,-4.845857620239258e-05,-0.007212485117803785,-0.00014454126358032227,-0.0020070540708643204,0.014429970644414425,0.05243745818734169,-2.3303553462028503e-05,0.014429970644414425
67#21,PC_ON,surround_then_center_50ms,AC_off,-50.0,0.07159928977489471,0.6424601078033447,406.6666666666667,406.6666666666667,0.006664172746241093,0.0640292838215828,-5.453452467918396e-05,-0.008116818084219681,-0.0004173368215560913,-0.005795006532236806,0.014568573795258999,0.052229877561330795,-2.0915907953167334e-05,0.05570346862077713
67#21,PC_ON,center_surround_simultaneous,AC_off,0.0,0.07152409851551056,0.6419193744659424,406.6666666666667,406.6666666666667,0.006665214896202087,0.06402921676635742,-5.349237471818924e-05,-0.007961706405890528,-0.0004925280809402466,-0.006839088474667874,0.014758672565221786,0.05207056552171707,0.014758672565221786,0.05207056552171707
67#21,PC_ON,center_then_surround_50ms,AC_off,50.0,0.07182209193706512,0.6440609693527222,406.6666666666667,406.6666666666667,0.006672452669590712,0.06402807682752609,-4.625460132956505e-05,-0.006884449562159515,-0.00019453465938568115,-0.002701246484034402,0.014788239262998104,0.05226347595453262,0.0561443567276001,0.010776369832456112
67#21,PC_ON,center_then_surround_100ms,AC_off,100.0,0.0720166265964508,0.6454575061798096,406.6666666666667,406.6666666666667,0.006677440367639065,0.06402704864740372,-4.126690328121185e-05,-0.006142089782631567,0.0,0.0,0.014788239262998104,0.05249730497598648,0.05249730497598648,-0.00037479866296052933
67#26,PC_ON,center_only,normal,,0.12446969747543335,0.5903865694999695,406.6666666666667,406.6666666666667,0.012039660476148129,0.05905068293213844,0.0,0.0,0.0,0.0,0.03029375709593296,0.09016741067171097,,
67#26,PC_ON,surround_only,normal,,-0.08762669563293457,-0.5513312816619873,406.6666666666667,406.6666666666667,-0.009731289930641651,-0.058582618832588196,-0.02177095040678978,-1.8082694649006417,-0.21209639310836792,-1.7040002298569858,,,-0.01648387312889099,-0.07660290598869324
67#26,PC_ON,surround_then_center_100ms,normal,-100.0,0.11654111742973328,0.5562182664871216,406.6666666666667,406.6666666666667,0.0016547044506296515,0.0004494802269618958,-0.010384956025518477,-0.8625621998304852,-0.007928580045700073,-0.06369887777115343,-0.052326515316963196,0.08573795855045319,-0.016483895480632782,-0.052326515316963196
67#26,PC_ON,surround_then_center_50ms,normal,-50.0,0.06984084844589233,0.34747397899627686,413.33333333333337,413.33333333333337,0.0005760053754784167,0.0004656549426726997,-0.011463655100669712,-0.9521576728330882,-0.054628849029541016,-0.43889275974437986,-0.047072261571884155,0.05573323741555214,-0.015639107674360275,0.000970574386883527
67#26,PC_ON,center_surround_simultaneous,normal,0.0,0.019221633672714233,0.10118222236633301,333.33333333333337,333.33333333333337,0.00012275685730855912,0.0004771582316607237,-0.01191690361883957,-0.9898039602070379,-0.10524806380271912,-0.8455717812240363,0.011425575241446495,-0.006372684612870216,0.011425575241446495,-0.006372684612870216
67#26,PC_ON,center_then_surround_50ms,normal,50.0,0.08782568573951721,0.4295564889907837,366.6666666666667,366.6666666666667,0.0010004264768213034,0.0004889997071586549,-0.011039233999326825,-0.9169057567027529,-0.03664401173591614,-0.29440106691950935,0.03029375709593296,0.00390656478703022,0.07977335900068283,-0.06173775717616081
67#26,PC_ON,center_then_surround_100ms,normal,100.0,0.12446969747543335,0.5903865098953247,406.6666666666667,406.6666666666667,0.001976469298824668,0.0004969008732587099,-0.01006319117732346,-0.8358367910174653,0.0,0.0,0.03029375709593296,0.07106944173574448,0.07106944173574448,-0.07664240896701813
67#26,PC_ON,center_only,H1_off,,0.124561607837677,0.5907807946205139,406.6666666666667,406.6666666666667,0.01204799022525549,0.05908796563744545,0.0,0.0,0.0,0.0,0.030311109498143196,0.09023893624544144,,
67#26,PC_ON,surround_only,H1_off,,-0.08752524852752686,-0.5505685806274414,406.6666666666667,406.6666666666667,-0.009722203016281128,-0.058517731726169586,-0.021770193241536617,-1.8069564163407976,-0.21208685636520386,-1.7026663355340255,,,-0.016452999785542488,-0.07652366906404495
67#26,PC_ON,surround_then_center_100ms,H1_off,-100.0,0.11661052703857422,0.5565186738967896,406.6666666666667,406.6666666666667,0.0016720164567232132,0.0005518309189938009,-0.010375973768532276,-0.8612203010242934,-0.007951080799102783,-0.06383251578981117,-0.05222656577825546,0.08578774333000183,-0.01645302213728428,-0.05222656577825546
67#26,PC_ON,surround_then_center_50ms,H1_off,-50.0,0.06994768977165222,0.34796881675720215,413.33333333333337,413.33333333333337,0.0005943734431639314,0.0005682742921635509,-0.011453616782091558,-0.9506661748514718,-0.05461391806602478,-0.4384490455293026,-0.04695626348257065,0.055813878774642944,-0.015609302558004856,0.0011370480060577393
67#26,PC_ON,center_surround_simultaneous,H1_off,0.0,0.01930508017539978,0.10161077976226807,333.33333333333337,333.33333333333337,0.00014200907025951892,0.0005799825885333121,-0.01190598115499597,-0.9882130490144461,-0.10525652766227722,-0.8450158077554901,0.011477308347821236,-0.006207762286067009,0.011477308347821236,-0.006207762286067009
67#26,PC_ON,center_then_surround_50ms,H1_off,50.0,0.0879046618938446,0.42991185188293457,366.6666666666667,366.6666666666667,0.0010191614273935556,0.0005914477515034378,-0.011028828797861934,-0.9154081794275407,-0.0366569459438324,-0.29428767483157453,0.030311109498143196,0.0040858034044504166,0.07988076657056808,-0.06163850054144859
67#26,PC_ON,center_then_surround_100ms,H1_off,100.0,0.124561607837677,0.5907807946205139,406.6666666666667,406.6666666666667,0.001994332065805793,0.0005991295911371708,-0.010053658159449697,-0.8344676557235917,0.0,0.0,0.030311109498143196,0.07117536664009094,0.07117536664009094,-0.07656646519899368
