cell_id,group,new_validation_nll,old_validation_nll,new_best_step,old_best_step,new_stopping_step,old_stopping_step,new_H1_amplitude,old_H1_amplitude,new_global_rf_norm,new_H1_rf_norm,new_BC_rf_norm,new_AC_rf_norm,new_H1_off_mean_abs_logit,new_H1_off_mean_abs_probability,new_BC_off_mean_abs_logit,new_BC_off_mean_abs_probability,new_AC_off_mean_abs_logit,new_AC_off_mean_abs_probability,old_global_rf_norm,old_H1_rf_norm,old_BC_rf_norm,old_AC_rf_norm,old_H1_off_mean_abs_logit,old_H1_off_mean_abs_probability,old_BC_off_mean_abs_logit,old_BC_off_mean_abs_probability,old_AC_off_mean_abs_logit,old_AC_off_mean_abs_probability,delta_validation_nll,delta_best_step,delta_stopping_step,delta_H1_amplitude,delta_global_rf_norm,delta_H1_rf_norm,delta_BC_rf_norm,delta_AC_rf_norm,delta_H1_off_mean_abs_logit,delta_H1_off_mean_abs_probability,delta_BC_off_mean_abs_logit,delta_BC_off_mean_abs_probability,delta_AC_off_mean_abs_logit,delta_AC_off_mean_abs_probability
68#7,PC_ON,0.38151878118515015,0.3851254880428314,169,170,369,370,0.016657819971442223,0.019586581736803055,0.230324102386713,0.0005298756617228624,0.3277116486494536,0.15378338820449147,0.007287995616594951,0.000853337135631591,1.7465929595629375,0.15373450258901963,1.4662515625357628,0.19320302243034046,0.30955992251602693,0.0007095073226179862,0.2798836928374454,0.12303310342064565,0.00941841552654902,0.0011410647867957041,1.459705916841825,0.14610725876520433,1.1196903882424036,0.15435294348923934,-0.0036067068576812744,-1,-1,-0.002928761765360832,-0.07923582012931393,-0.00017963166089512376,0.047827955812008216,0.030750284783845824,-0.00213041990995407,-0.0002877276511641131,0.28688704272111254,0.0076272438238152995,0.3465611742933592,0.038850078941101124
68#10,MC_ON,0.42779529094696045,0.4207472503185272,325,425,525,625,0.14540328085422516,0.1660091131925583,0.16353685324466524,0.0039499573534176775,0.22667832720131076,0.12135395551282224,0.04772076616684596,0.006253862354593972,1.444899855554104,0.1435759895706239,1.337960615158081,0.19709834491213163,0.19933357329060486,0.004499517016996158,0.1606590664241684,0.1158729001051859,0.0539964559674263,0.006773049095645547,0.9779420889417331,0.10520553596240158,0.9571312953035037,0.15023720948646466,0.0070480406284332275,-100,-100,-0.02060583233833313,-0.03579672004593962,-0.0005495596635784802,0.06601926077714235,0.00548105540763634,-0.006275689800580339,-0.0005191867410515747,0.4669577666123709,0.03837045360822232,0.38082931985457724,0.04686113542566697
68#11,PC_OFF,0.3743295669555664,0.3747979998588562,332,332,532,532,0.004183292388916016,0.0039277817122638226,0.42312616266110986,0.0003067313251596325,0.4631838597131921,0.08808482702457127,0.005350063443183899,0.00040435270050983245,2.282646007935206,0.23103233809272447,0.8238297723730406,0.05602024153217782,0.44113993953170016,0.00027060876650260947,0.43306584548793786,0.06283993998793973,0.004869321087996165,0.0003794039495678124,2.0494709940751394,0.19409775239725907,0.5867122154434522,0.04200466917958786,-0.0004684329032897949,0,0,0.00025551067665219307,-0.018013776870590303,3.612255865702302e-05,0.03011801422525423,0.02524488703663154,0.00048074235518773354,2.4948750942020053e-05,0.23317501386006656,0.0369345856954654,0.23711755692958836,0.014015572352589961
69#3,PC_OFF,0.5573921203613281,0.5558715462684631,535,535,735,735,0.1813959777355194,0.15141887962818146,0.3038567577506152,0.010850457436386483,0.3780351147740396,0.1280720433009789,0.1324972042441368,0.01618806294694271,1.5009330956637859,0.2549267080922922,1.0665759526689846,0.13099575297921548,0.3355101996706469,0.008505820601724386,0.32260781762435303,0.09213888479380843,0.10492106835047404,0.013306762931069464,1.256137281457583,0.22176530956157617,0.7879449441532294,0.10317367764338824,0.0015205740928649902,0,0,0.02997709810733795,-0.031653441920031666,0.002344636834662097,0.05542729714968658,0.03593315850717048,0.027576135893662757,0.002881300015873247,0.24479581420620278,0.03316139853071601,0.2786310085157553,0.027822075335827243
69#4,MC_ON,0.4349537789821625,0.4319543242454529,193,645,393,845,0.15669237077236176,0.19066379964351654,0.21957515488994683,0.006858037270177293,0.2553663040165656,0.156452600936369,0.10380005886157354,0.010206947475051796,1.4659848628441492,0.15239393293367356,1.6043795812129975,0.19887808040405314,0.2298359458876643,0.009954430059726843,0.1902166971769885,0.12645006989817928,0.1308918035030365,0.013099572850945455,0.9217932812372843,0.11717724786158518,0.9540854541460673,0.11788007456809282,0.0029994547367095947,-452,-452,-0.033971428871154785,-0.010260790997717456,-0.0030963927895495506,0.06514960683957713,0.030002531038189728,-0.027091744641462967,-0.0028926253758936593,0.5441915816068649,0.03521668507208839,0.6502941270669302,0.08099800583596031
69#6,MC_OFF,0.4381544888019562,0.43714484572410583,520,563,720,763,0.19412104785442352,0.1964847594499588,0.179489328193966,0.008689282812781859,0.21464669404577455,0.10287302770765955,0.09189536263545355,0.014550352358575245,1.0701845023036003,0.16377014553795258,0.9538153706987699,0.1076444164304606,0.18544207907585958,0.008085009298121053,0.16257304669026706,0.08643233035056284,0.08703708916902542,0.013770479861857548,0.7839169681072236,0.12070418444062982,0.6213052394986153,0.07791332874998694,0.0010096430778503418,-43,-43,-0.0023637115955352783,-0.005952750881893565,0.000604273514660806,0.052073647355507485,0.016440697357096704,0.0048582734664281285,0.0007798724967176974,0.28626753419637674,0.04306596109732276,0.3325101312001546,0.029731087680473667
69#7,MC_ON,0.4642527997493744,0.4594060480594635,278,442,478,642,0.18582846224308014,0.19307227432727814,0.20450498677280612,0.00874967191571505,0.24818341648676773,0.13930234898853608,0.09369164625803629,0.012075994345411475,1.3246996084849039,0.16004970981421746,1.3087874913215638,0.18322191109259922,0.23557324571323146,0.00942488726514337,0.19164396658864893,0.13389999037410644,0.10443479627370834,0.012746976176793049,0.9194870272278786,0.12188446320259529,0.9399542214473089,0.13142132411045687,0.004846751689910889,-164,-164,-0.007243812084197998,-0.031068258940425336,-0.0006752153494283212,0.05653944989811879,0.005402358614429642,-0.010743150015672054,-0.000670981831381574,0.4052125812570253,0.03816524661162217,0.3688332698742549,0.05180058698214235
69#21,PC_OFF,0.5074870586395264,0.503491222858429,251,603,451,803,0.027992306277155876,0.010194911621510983,0.18354288807125624,0.0005994701898302148,0.2822994409391483,0.13679151410681342,0.009514334499835969,0.0013149632463076463,1.575055378874143,0.26965884273250895,1.2306074399749438,0.11649930513386304,0.15866376972399773,0.00018273596133153885,0.1514901466774491,0.04428499411607602,0.0031671415766080222,0.00042189000717674695,0.7872936578591665,0.13735575440029305,0.43336054662863416,0.049245935320698965,0.003995835781097412,-352,-352,0.017797394655644894,0.024879118347258505,0.0004167342284986759,0.13080929426169924,0.0925065199907374,0.006347192923227947,0.0008930732391308994,0.7877617210149765,0.1323030883322159,0.7972468933463097,0.06725336981316407
70#1,PC_ON,0.5463600158691406,0.5479850172996521,402,410,602,610,0.1630399078130722,0.16139183938503265,0.12328373367295938,0.000654003615763454,0.2199380431611795,0.1366132181637952,0.010994365910689035,0.0019463089108467102,1.0998723254601162,0.12682518354306618,1.105963784555594,0.19479683171957732,0.1612306100582727,0.000724674368426754,0.1385302336561018,0.08059446865823813,0.008988870183626811,0.0016328722735246023,0.6638292076190313,0.09009381755565604,0.6544822129607201,0.12721626865367094,-0.0016250014305114746,-8,-8,0.0016480684280395508,-0.03794687638531331,-7.067075266329996e-05,0.0814078095050777,0.056018749505557075,0.002005495727062224,0.0003134366373221079,0.43604311784108485,0.03673136598741014,0.451481571594874,0.06758056306590637
70#7,PC_ON,0.47247710824012756,0.47134846448898315,248,263,448,463,0.1665852814912796,0.1680573672056198,0.24481022238104805,0.0064708140668460435,0.34324383124022756,0.15740060100123762,0.07371957131794521,0.009461656696983569,1.4442899985966229,0.16646301372242825,1.237284761823359,0.1697413938448188,0.29666842981572356,0.00654640958456986,0.2713549227716078,0.11386053842666115,0.07293964801799684,0.009609379942218462,1.09610423826036,0.14253215890510806,0.8758816842380024,0.1270831445427168,0.0011286437511444092,-15,-15,-0.00147208571434021,-0.05185820743467551,-7.559551772381642e-05,0.07188890846861978,0.043540062574576474,0.0007799232999483735,-0.0001477232452348938,0.3481857603362628,0.023930854817320185,0.3614030775853565,0.04265824930210199
70#15,PC_ON,0.43268194794654846,0.4283602833747864,106,970,306,1000,0.03684144839644432,0.16651640832424164,0.18509428705824707,0.0006880394137671338,0.29146100660667285,0.15181701907493622,0.009652382334073385,0.001285482303549846,1.6257366886734963,0.12072579961890975,1.4527933710813523,0.20543463425710798,0.1302968393714935,0.003521181542695834,0.12479592743716252,0.03597399884930338,0.04640345225731532,0.005796298788239559,0.49422030299901965,0.06309540781192481,0.2771989439924558,0.039746089267234004,0.004321664571762085,-864,-694,-0.12967495992779732,0.05479744768675357,-0.0028331421289287,0.16666507916951034,0.11584302022563284,-0.03675106992324194,-0.004510816484689713,1.1315163856744768,0.05763039180698494,1.1755944270888965,0.16568854498987398
70#34,MC_ON,0.37258973717689514,0.3732360899448395,225,222,425,422,0.17407290637493134,0.1724114865064621,0.2192384899085074,0.009367433663377429,0.2609823495290545,0.1292067375078299,0.11330714325110118,0.010123664369947662,1.4071748115619023,0.14014085343653798,1.305586158533891,0.15213536472458924,0.26110809370598353,0.008806935604183795,0.21996973486399674,0.13747716691559955,0.1073580327630043,0.009822938884920274,1.15716321259737,0.12424731126557509,1.0853238808115324,0.12953253612144008,-0.0006463527679443359,3,3,0.0016614198684692383,-0.041869603797476146,0.0005604980591936339,0.04101261466505779,-0.008270429407769647,0.005949110488096876,0.000300725485027388,0.2500115989645322,0.015893542170962893,0.22026227772235862,0.02260282860314916
