cell_id,group,probe,mode,channel,peak_response,peak_absolute_response,peak_latency_ms_from_trial_start,peak_latency_ms_from_onset,response_integral_seconds,peak_change_vs_center_only,integral_change_vs_center_only,center_onset_50ms,center_offset_50ms,surround_first_onset_50ms,surround_first_offset_50ms,off_minus_normal_mean_abs_active,off_minus_normal_peak_signed,off_minus_normal_peak_absolute,off_minus_normal_integral_seconds
67#6,MC_OFF,slow_step,normal,probability,0.07372023165225983,0.07372023165225983,1466.6666666666667,1166.6666666666667,0.08564924448728561,0.024972349405288696,0.0019380152225494385,0.02059931308031082,0.04637210816144943,0.02059931308031082,0.0170294102281332,0.0,0.0,0.0,0.0
67#6,MC_OFF,slow_1Hz,normal,probability,0.07372020184993744,0.07372020184993744,966.6666666666667,666.6666666666667,0.08557552099227905,0.02497231960296631,0.0018642917275428772,0.02059931308031082,0.046373918652534485,0.02059931308031082,0.017029331997036934,0.0,0.0,0.0,0.0
67#6,MC_OFF,slow_2Hz,normal,probability,0.07371975481510162,0.07371975481510162,720.0,420.0,0.08542213588953018,0.024971872568130493,0.0017109066247940063,0.02059931308031082,0.04641202092170715,0.02059931308031082,0.016074273735284805,0.0,0.0,0.0,0.0
67#6,MC_OFF,rapid_10Hz,normal,probability,0.06688489019870758,0.06688489019870758,426.6666666666667,126.66666666666669,0.08427771180868149,0.01813700795173645,0.0005664825439453125,0.02059931308031082,0.0344405397772789,0.02059931308031082,0.02167072705924511,0.0,0.0,0.0,0.0
67#6,MC_OFF,rapid_20Hz,normal,probability,0.051891639828681946,0.051891639828681946,433.33333333333337,133.33333333333337,0.08376603573560715,0.0031437575817108154,5.480647087097168e-05,0.02059931308031082,0.020772013813257217,0.02059931308031082,0.035471782088279724,0.0,0.0,0.0,0.0
67#6,MC_OFF,transient_50ms,normal,probability,0.0696883350610733,0.0696883350610733,1380.0,1080.0,0.08377508074045181,0.020940452814102173,6.385147571563721e-05,0.02059931308031082,0.018729442730545998,0.02059931308031082,0.019711440429091454,0.0,0.0,0.0,0.0
67#6,MC_OFF,large_field_50ms,normal,probability,0.04215274751186371,0.04215274751186371,333.33333333333337,33.33333333333337,0.00018222352082375437,-0.006595134735107422,-6.135822331998497e-05,0.020385954529047012,-0.0037025106139481068,0.020385954529047012,-0.0037025106139481068,0.0,0.0,0.0,0.0
67#6,MC_OFF,slow_step,H1_off,logit,0.3808695077896118,0.3808695077896118,1486.6666666666667,1186.6666666666667,0.456871896982193,0.1208263635635376,-0.00041109323501586914,0.11221717298030853,0.2439212203025818,0.11221717298030853,0.10111798346042633,0.004651223309338093,0.014357328414916992,0.014357328414916992,0.008917487226426601
67#6,MC_OFF,slow_1Hz,H1_off,logit,0.38086944818496704,0.38086944818496704,986.6666666666667,686.6666666666667,0.4569137692451477,0.12082630395889282,-0.0003692209720611572,0.11221717298030853,0.24393026530742645,0.11221717298030853,0.10111746191978455,0.004864843562245369,0.01462864875793457,0.01462864875793457,0.00891615729779005
67#6,MC_OFF,slow_2Hz,H1_off,logit,0.3808668851852417,0.3808668851852417,733.3333333333334,433.33333333333337,0.4569971263408661,0.12082374095916748,-0.00028586387634277344,0.11221717298030853,0.2441173493862152,0.11221717298030853,0.0964207649230957,0.005264524836093187,0.014627933502197266,0.014627933502197266,0.008913480676710606
67#6,MC_OFF,rapid_10Hz,H1_off,logit,0.3435165286064148,0.3435165286064148,426.6666666666667,126.66666666666669,0.45726528763771057,0.08347338438034058,-1.7702579498291016e-05,0.11221717298030853,0.18168991804122925,0.11221717298030853,0.13093893229961395,0.006955766584724188,0.014357328414916992,0.014357328414916992,0.008898613043129444
67#6,MC_OFF,rapid_20Hz,H1_off,logit,0.27438026666641235,0.27438026666641235,433.33333333333337,133.33333333333337,0.45728522539138794,0.014337122440338135,2.2351741790771484e-06,0.11221717298030853,0.11645399034023285,0.11221717298030853,0.19762690365314484,0.004594272002577782,0.012671113014221191,0.012671113014221191,0.008894208818674088
67#6,MC_OFF,transient_50ms,H1_off,logit,0.3592259883880615,0.3592259883880615,1380.0,1080.0,0.4572703242301941,0.0991828441619873,-1.2665987014770508e-05,0.11221717298030853,0.10423669219017029,0.11221717298030853,0.12092440575361252,0.004477531183511019,0.014357328414916992,0.014357328414916992,0.008894316852092743
67#6,MC_OFF,large_field_50ms,H1_off,logit,0.22864127159118652,0.22864127159118652,340.0,40.0,0.0,-0.031401872634887695,0.0,0.11221717298030853,-0.0028786149341613054,0.11221717298030853,-0.0028786149341613054,0.0017211639788001776,0.027641892433166504,0.027641892433166504,7.947286162490741e-10
67#6,MC_OFF,slow_step,H1_off,probability,0.07381851971149445,0.07381851971149445,1486.6666666666667,1186.6666666666667,0.08729277551174164,0.024842262268066406,0.0018260776996612549,0.020813066512346268,0.046484000980854034,0.020813066512346268,0.018366973847150803,0.0008617830462753773,0.0026731789112091064,0.0026731789112091064,0.0016435290453955531
67#6,MC_OFF,slow_1Hz,H1_off,probability,0.07381851971149445,0.07381851971149445,986.6666666666667,686.6666666666667,0.08721695095300674,0.024842262268066406,0.001750253140926361,0.020813066512346268,0.04648582264780998,0.020813066512346268,0.018366901203989983,0.0009049500804394484,0.0027683377265930176,0.0027683377265930176,0.0016414226265624166
67#6,MC_OFF,slow_2Hz,H1_off,probability,0.07381798326969147,0.07381798326969147,733.3333333333334,433.33333333333337,0.08705979585647583,0.024841725826263428,0.0015930980443954468,0.020813066512346268,0.046523358672857285,0.020813066512346268,0.01746773160994053,0.0009859695564955473,0.0027683675289154053,0.0027683675289154053,0.001637680223211646
67#6,MC_OFF,rapid_10Hz,H1_off,probability,0.06600423157215118,0.06600423157215118,426.6666666666667,126.66666666666669,0.08593368530273438,0.017027974128723145,0.0004669874906539917,0.020813066512346268,0.0339214988052845,0.020813066512346268,0.023909028619527817,0.0013420451432466507,0.0026731789112091064,0.0026731789112091064,0.0016559762880206108
67#6,MC_OFF,rapid_20Hz,H1_off,probability,0.051857367157936096,0.051857367157936096,433.33333333333337,133.33333333333337,0.08550352603197098,0.0028811097145080566,3.682821989059448e-05,0.020813066512346268,0.021404478698968887,0.020813066512346268,0.0366772785782814,0.0008975167293101549,0.002423524856567383,0.002423524856567383,0.0017374955350533128
67#6,MC_OFF,transient_50ms,H1_off,probability,0.06927631795406342,0.06927631795406342,1380.0,1080.0,0.0855240523815155,0.020300060510635376,5.735456943511963e-05,0.020813066512346268,0.01946042664349079,0.020813066512346268,0.022015083581209183,0.0008809149148873985,0.0026731789112091064,0.0026731789112091064,0.0017489783931523561
