group,probe,mode,channel,n_cells,current_peak_response,previous_peak_response,delta_peak_response,current_peak_absolute_response,previous_peak_absolute_response,delta_peak_absolute_response,current_peak_latency_ms_from_trial_start,previous_peak_latency_ms_from_trial_start,delta_peak_latency_ms_from_trial_start,current_peak_latency_ms_from_onset,previous_peak_latency_ms_from_onset,delta_peak_latency_ms_from_onset,current_response_integral_seconds,previous_response_integral_seconds,delta_response_integral_seconds,current_peak_change_vs_center_only,previous_peak_change_vs_center_only,delta_peak_change_vs_center_only,current_integral_change_vs_center_only,previous_integral_change_vs_center_only,delta_integral_change_vs_center_only,current_center_onset_50ms,previous_center_onset_50ms,delta_center_onset_50ms,current_center_offset_50ms,previous_center_offset_50ms,delta_center_offset_50ms,current_surround_first_onset_50ms,previous_surround_first_onset_50ms,delta_surround_first_onset_50ms,current_surround_first_offset_50ms,previous_surround_first_offset_50ms,delta_surround_first_offset_50ms,current_off_minus_normal_mean_abs_active,previous_off_minus_normal_mean_abs_active,delta_off_minus_normal_mean_abs_active,current_off_minus_normal_peak_signed,previous_off_minus_normal_peak_signed,delta_off_minus_normal_peak_signed,current_off_minus_normal_peak_absolute,previous_off_minus_normal_peak_absolute,delta_off_minus_normal_peak_absolute,current_off_minus_normal_integral_seconds,previous_off_minus_normal_integral_seconds,delta_off_minus_normal_integral_seconds
MC_OFF,slow_2Hz,H1_off,probability,4,0.07526087760925293,0.08005397021770477,-0.004793092608451843,0.07526087760925293,0.08005397021770477,-0.004793092608451843,743.3333333333334,735.0,8.333333333333371,443.33333333333337,435.0,8.333333333333371,0.08769659511744976,0.09255881886929274,-0.004862223751842976,0.02202387899160385,0.023225445300340652,-0.0012015663087368011,0.0017021950334310532,0.0018978007137775421,-0.00019560568034648895,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.04721130337566137,0.04898595251142979,-0.0017746491357684135,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.015982022392563522,0.01892912748735398,-0.0029471050947904587,0.0006372970747179352,0.0013437260204227641,-0.000706428945704829,0.0018445327877998352,0.0039079152047634125,-0.0020633824169635773,0.0018445327877998352,0.0039079152047634125,-0.0020633824169635773,0.000966317042184528,0.0019673128554131836,-0.0010009958132286556
MC_OFF,rapid_10Hz,H1_off,probability,4,0.06566093489527702,0.06519081816077232,0.0004701167345046997,0.06566093489527702,0.06519081816077232,0.0004701167345046997,430.0,425.0,5.000000000000014,130.00000000000003,125.00000000000001,5.000000000000014,0.0864288229495287,0.09095426369458437,-0.0045254407450556755,0.012423936277627945,0.008362293243408203,0.004061643034219742,0.0004344228655099869,0.0002932455390691757,0.00014117732644081116,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.031790700275450945,0.03303413884714246,-0.001243438571691513,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.026824038475751877,0.031384650617837906,-0.004560612142086029,0.0008835067637846805,0.0019072281138505787,-0.0010237213500658982,0.0017903633415699005,0.003840770572423935,-0.0020504072308540344,0.0017903633415699005,0.003840770572423935,-0.0020504072308540344,0.0009780229374882765,0.0020149593910900876,-0.001036936453601811
MC_OFF,rapid_20Hz,H1_off,probability,4,0.05332745239138603,0.051813069730997086,0.0015143826603889465,0.05332745239138603,0.051813069730997086,0.0015143826603889465,410.0,391.6666666666667,18.333333333333343,110.00000000000003,91.66666666666669,18.333333333333343,0.08601564355194569,0.09063468966633081,-0.004619046114385128,9.045377373695374e-05,-0.005015455186367035,0.005105908960103989,2.1243467926979065e-05,-2.6328489184379578e-05,4.757195711135864e-05,0.02241687849164009,0.022378679364919662,3.819912672042847e-05,0.02038839552551508,0.022451207973062992,-0.0020628124475479126,0.02241687849164009,0.022378679364919662,3.819912672042847e-05,0.0398317314684391,0.04358119470998645,-0.003749463241547346,0.0005549941924982704,0.0011876698408741504,-0.00063267564837588,0.0015780776739120483,0.003452897071838379,-0.0018748193979263306,0.0015780776739120483,0.003452897071838379,-0.0018748193979263306,0.0010336044651921839,0.0021396578376879916,-0.0011060533724958077
MC_OFF,transient_50ms,H1_off,probability,4,0.06970179453492165,0.07179342582821846,-0.002091631293296814,0.06970179453492165,0.07179342582821846,-0.002091631293296814,1381.6666666666667,1376.6666666666667,4.999999999999943,1081.6666666666667,1076.6666666666667,4.999999999999943,0.0860478263348341,0.0907120481133461,-0.004664221778512001,0.016464795917272568,0.01496490091085434,0.0014998950064182281,5.342625081539154e-05,5.1029957830905914e-05,2.3962929844856262e-06,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.018753656186163425,0.01971733570098877,-0.0009636795148253441,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.025291328551247716,0.028431451180949807,-0.0031401226297020912,0.0005312206121743657,0.0010993609321303666,-0.0005681403199560009,0.0017903633415699005,0.0038372278213500977,-0.002046864479780197,0.0017903633415699005,0.0038372278213500977,-0.002046864479780197,0.0010412878909846768,0.002138499155989848,-0.0010972112650051713
MC_OFF,large_field_50ms,H1_off,probability,4,0.04735029861330986,0.04637608677148819,0.0009742118418216705,0.04735029861330986,0.04637608677148819,0.0009742118418216705,340.0,340.0,0.0,40.0,40.0,0.0,0.0002819555375026539,0.000290496271190932,-8.540733688278124e-06,-0.005886700004339218,-0.01045243814587593,0.004565738141536713,-5.2049443183932453e-05,-9.284960833610967e-05,4.0800165152177215e-05,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.0026258879370288923,0.004399172408739105,-0.0017732844717102125,0.02241665869951248,0.022240764927119017,0.00017589377239346504,0.0026258879370288923,0.004399172408739105,-0.0017732844717102125,0.00021393630231614225,0.00045608462096424773,-0.0002421483186481055,0.0033733732998371124,0.007096108049154282,-0.003722734749317169,0.0033733732998371124,0.007096108049154282,-0.003722734749317169,8.29298073767859e-06,2.3240931795953657e-05,-1.4947951058275066e-05
MC_OFF,slow_step,AC_off,logit,4,0.4244067966938019,0.479712538421154,-0.05530574172735214,0.4244067966938019,0.479712538421154,-0.05530574172735214,1478.3333333333335,1465.0,13.333333333333314,1178.3333333333335,1165.0,13.333333333333314,0.8288912624120712,0.9166329056024551,-0.08774164319038391,0.007732287049293518,0.018635429441928864,-0.010903142392635345,4.023313522338867e-07,-2.726912498474121e-06,3.129243850708008e-06,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.2761049196124077,0.3123916834592819,-0.03628676384687424,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.4051830768585205,0.43855851888656616,-0.033375442028045654,0.17581775411963463,0.20974357426166534,-0.033925820142030716,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.3530585318803787,0.42277099192142487,-0.06971246004104614
MC_OFF,slow_1Hz,AC_off,logit,4,0.42440812289714813,0.4797140881419182,-0.05530596524477005,0.42440812289714813,0.4797140881419182,-0.05530596524477005,978.3333333333334,965.0,13.333333333333343,678.3333333333334,665.0,13.333333333333343,0.8288914561271667,0.9166336953639984,-0.08774223923683167,0.0077336132526397705,0.018636979162693024,-0.010903365910053253,5.960464477539062e-07,-1.9371509552001953e-06,2.5331974029541016e-06,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.2761055901646614,0.31239309534430504,-0.03628750517964363,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.40519195795059204,0.4385678395628929,-0.03337588161230087,0.17579373344779015,0.20971553772687912,-0.033921804279088974,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.3530094623565674,0.4227139353752136,-0.06970447301864624
MC_OFF,slow_2Hz,AC_off,logit,4,0.42443712055683136,0.47974950820207596,-0.0553123876452446,0.42443712055683136,0.47974950820207596,-0.0553123876452446,720.0,711.6666666666667,8.333333333333343,420.0,411.6666666666667,8.333333333333343,0.8288918882608414,0.9166353791952133,-0.08774349093437195,0.007762610912322998,0.0186723992228508,-0.010909788310527802,1.0281801223754883e-06,-2.5331974029541016e-07,1.2814998626708984e-06,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.27612002938985825,0.31242282316088676,-0.03630279377102852,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.40519268810749054,0.4383140131831169,-0.03312132507562637,0.17575550079345703,0.209669079631567,-0.03391357883810997,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.33075378835201263,0.367869108915329,-0.037115320563316345,0.3529117703437805,0.42260026931762695,-0.06968849897384644
MC_OFF,rapid_10Hz,AC_off,logit,4,0.4220832735300064,0.47517118602991104,-0.05308791249990463,0.4220832735300064,0.47517118602991104,-0.05308791249990463,433.33333333333337,433.33333333333337,0.0,133.33333333333337,133.33333333333337,0.0,0.8288918733596802,0.9166378229856491,-0.08774594962596893,0.005408763885498047,0.014094077050685883,-0.008685313165187836,1.0132789611816406e-06,2.1904706954956055e-06,-1.1771917343139648e-06,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.2700347229838371,0.3007005825638771,-0.030665859580039978,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.38672488182783127,0.42383015900850296,-0.03710527718067169,0.17364463955163956,0.20775706321001053,-0.03411242365837097,0.28794024884700775,0.3085864633321762,-0.020646214485168457,0.28794024884700775,0.3085864633321762,-0.020646214485168457,0.35260166972875595,0.42223212867975235,-0.0696304589509964
MC_OFF,rapid_20Hz,AC_off,logit,4,0.41825060546398163,0.466392919421196,-0.048142313957214355,0.41825060546398163,0.466392919421196,-0.048142313957214355,436.6666666666667,440.0,-3.3333333333333144,136.66666666666669,140.0,-3.3333333333333144,0.8288914263248444,0.9166367799043655,-0.08774535357952118,0.0015760958194732666,0.005315810441970825,-0.0037397146224975586,5.662441253662109e-07,1.1473894119262695e-06,-5.811452865600586e-07,0.14807609468698502,0.16628903150558472,-0.0182129368185997,0.2669668532907963,0.29290957376360893,-0.025942720472812653,0.14807609468698502,0.16628903150558472,-0.0182129368185997,0.3285362273454666,0.366874635219574,-0.03833840787410736,0.17169885709881783,0.20594891160726547,-0.03425005450844765,0.21821917593479156,0.23936668038368225,-0.021147504448890686,0.21821917593479156,0.23936668038368225,-0.021147504448890686,0.35257989913225174,0.4222119301557541,-0.06963203102350235
MC_OFF,transient_50ms,AC_off,logit,4,0.42236657440662384,0.47626831382513046,-0.05390173941850662,0.42236657440662384,0.47626831382513046,-0.05390173941850662,1385.0,1385.0,0.0,1085.0,1085.0,0.0,0.8288902193307877,0.9166338890790939,-0.08774366974830627,0.0056920647621154785,0.015191204845905304,-0.009499140083789825,-6.407499313354492e-07,-1.7434358596801758e-06,1.1026859283447266e-06,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.2664988525211811,0.29183223098516464,-0.025333378463983536,0.14807609096169472,0.16628903150558472,-0.01821294054389,0.38645731657743454,0.4232523515820503,-0.036795035004615784,0.17090176418423653,0.20505986735224724,-0.03415810316801071,0.2884482890367508,0.30885230004787445,-0.020404011011123657,0.2884482890367508,0.30885230004787445,-0.020404011011123657,0.35259461402893066,0.422228679060936,-0.06963406503200531
MC_OFF,large_field_50ms,AC_off,logit,4,0.36481060087680817,0.20808738470077515,0.15672321617603302,0.36481060087680817,0.3931776285171509,-0.028367027640342712,360.0,606.6666666666667,-246.66666666666669,60.0,306.6666666666667,-246.66666666666669,-7.947285884934985e-10,-9.934107703113426e-10,1.9868218181784414e-10,-0.01546621322631836,-0.21896784007549286,0.2035016268491745,2.980232727267662e-10,9.934103539777084e-11,1.9868223732899537e-10,0.14733359590172768,0.16464155167341232,-0.017307955771684647,0.22903471812605858,0.23092125728726387,-0.0018865391612052917,0.14733359590172768,0.16464155167341232,-0.017307955771684647,0.22903471812605858,0.23092125728726387,-0.0018865391612052917,0.015687362756580114,0.016561700263991952,-0.0008743375074118376,0.27516716718673706,0.15048538148403168,0.12468178570270538,0.27516716718673706,0.2803373783826828,-0.00517021119594574,-5.960464621868056e-10,-6.95387525340152e-10,9.934106315334645e-11
MC_OFF,slow_step,AC_off,probability,4,0.0796845443546772,0.09147460758686066,-0.011790063232183456,0.0796845443546772,0.09147460758686066,-0.011790063232183456,1478.3333333333335,1465.0,13.333333333333314,1178.3333333333335,1165.0,13.333333333333314,0.15517259389162064,0.17380490899085999,-0.01863231509923935,0.0015780702233314514,0.003921061754226685,-0.002342991530895233,-1.6130506992340088e-06,9.6932053565979e-06,-1.130625605583191e-05,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.051130155101418495,0.058614276349544525,-0.00748412124812603,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.07576039340347052,0.08283662050962448,-0.007076227106153965,0.033956235740333796,0.04112103581428528,-0.007164800073951483,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.06817305460572243,0.08287479914724827,-0.01470174454152584
MC_OFF,slow_1Hz,AC_off,probability,4,0.07968480512499809,0.09147495031356812,-0.011790145188570023,0.07968480512499809,0.09147495031356812,-0.011790145188570023,978.3333333333334,965.0,13.333333333333343,678.3333333333334,665.0,13.333333333333343,0.1551721803843975,0.17380357161164284,-0.01863139122724533,0.0015783309936523438,0.003921404480934143,-0.0023430734872817993,-2.0265579223632812e-06,8.355826139450073e-06,-1.0382384061813354e-05,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.05113028734922409,0.05861455388367176,-0.00748426653444767,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.07576221972703934,0.08283857628703117,-0.0070763565599918365,0.03399996645748615,0.04117577988654375,-0.007175813429057598,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.0682603307068348,0.08298410288989544,-0.014723772183060646
MC_OFF,slow_2Hz,AC_off,probability,4,0.07969070225954056,0.09148238599300385,-0.011791683733463287,0.07969070225954056,0.09148238599300385,-0.011791683733463287,720.0,711.6666666666667,8.333333333333343,420.0,411.6666666666667,8.333333333333343,0.15517129004001617,0.1738007739186287,-0.01862948387861252,0.001584228128194809,0.003928840160369873,-0.002344612032175064,-2.9169023036956787e-06,5.558133125305176e-06,-8.475035429000854e-06,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.051133111119270325,0.058620511554181576,-0.007487400434911251,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.07576301973313093,0.08278656844049692,-0.00702354870736599,0.03409226192161441,0.04129026643931866,-0.007198004517704248,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.06364462897181511,0.0713171698153019,-0.007672540843486786,0.06844101753085852,0.08320926129817963,-0.01476824376732111
MC_OFF,rapid_10Hz,AC_off,probability,4,0.07920198515057564,0.09048473834991455,-0.011282753199338913,0.07920198515057564,0.09048473834991455,-0.011282753199338913,433.33333333333337,433.33333333333337,0.0,133.33333333333337,133.33333333333337,0.0,0.15516818687319756,0.17378532513976097,-0.018617138266563416,0.001095511019229889,0.0029311925172805786,-0.0018356814980506897,-6.020069122314453e-06,-9.890645742416382e-06,3.870576620101929e-06,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.04991823062300682,0.056196452118456364,-0.006278221495449543,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.0718479622155428,0.07961653731763363,-0.007768575102090836,0.03434717748314142,0.04176850151270628,-0.0074213240295648575,0.05589508265256882,0.06087799742817879,-0.00498291477560997,0.05589508265256882,0.06087799742817879,-0.00498291477560997,0.06971737556159496,0.08484602347016335,-0.015128647908568382
MC_OFF,rapid_20Hz,AC_off,probability,4,0.07842222601175308,0.0886446014046669,-0.010222375392913818,0.07842222601175308,0.0886446014046669,-0.010222375392913818,436.6666666666667,440.0,-3.3333333333333144,136.66666666666669,140.0,-3.3333333333333144,0.15517058968544006,0.17378690466284752,-0.018616314977407455,0.0003157518804073334,0.0010910555720329285,-0.0007753036916255951,-3.6172568798065186e-06,-8.31112265586853e-06,4.693865776062012e-06,0.026642760261893272,0.030253461096435785,-0.003610700834542513,0.049344222992658615,0.05470812600106001,-0.005363903008401394,0.026642760261893272,0.030253461096435785,-0.003610700834542513,0.06021190248429775,0.06802259013056755,-0.007810687646269798,0.03422912396490574,0.041662015952169895,-0.007432891987264156,0.04307214543223381,0.04818304628133774,-0.005110900849103928,0.04307214543223381,0.04818304628133774,-0.005110900849103928,0.07018854655325413,0.08529188111424446,-0.015103334560990334
MC_OFF,transient_50ms,AC_off,probability,4,0.07926085591316223,0.09073031693696976,-0.011469461023807526,0.07926085591316223,0.09073031693696976,-0.011469461023807526,1385.0,1385.0,0.0,1085.0,1085.0,0.0,0.15517492592334747,0.17379706725478172,-0.01862214133143425,0.0011543817818164825,0.003176771104335785,-0.0020223893225193024,7.189810276031494e-07,1.8514692783355713e-06,-1.1324882507324219e-06,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.04927991144359112,0.05457241367548704,-0.005292502231895924,0.026642759330570698,0.030253461096435785,-0.0036107017658650875,0.0717938058078289,0.07949700206518173,-0.007703196257352829,0.03408811800181866,0.04147884529083967,-0.007390727289021015,0.05563658848404884,0.06038873642683029,-0.004752147942781448,0.05563658848404884,0.06038873642683029,-0.004752147942781448,0.070168387144804,0.08522351644933224,-0.015055129304528236
MC_OFF,large_field_50ms,AC_off,probability,4,0.06734525039792061,0.07320758700370789,-0.005862336605787277,0.06734525039792061,0.07320758700370789,-0.005862336605787277,360.0,356.6666666666667,3.3333333333333144,60.0,56.666666666666686,3.3333333333333144,0.0005085032025817782,0.0005900893447687849,-8.158614218700677e-05,-0.0030836276710033417,-0.006956502795219421,0.0038728751242160797,-4.210147017147392e-05,-0.0001038828631862998,6.178139301482588e-05,0.026496524456888437,0.029920425731688738,-0.0034239012748003006,0.04176582768559456,0.0425080731511116,-0.0007422454655170441,0.026496524456888437,0.029920425731688738,-0.0034239012748003006,0.04176582768559456,0.0425080731511116,-0.0007422454655170441,0.002679254161193967,0.002828954951837659,-0.00014970079064369202,0.028309330344200134,0.05155366659164429,-0.023244336247444153,0.048100121319293976,0.05155366659164429,-0.0034535452723503113,0.00023484063785872422,0.0003228340210625902,-8.799338320386596e-05
MC_ON,slow_step,normal,logit,5,0.4025126576423645,0.4543219327926636,-0.051809275150299074,0.4025126576423645,0.4543219327926636,-0.051809275150299074,1509.3333333333335,1480.0,29.33333333333335,1209.3333333333335,1180.0,29.33333333333335,0.35930654406547546,0.41237837076187134,-0.053071826696395874,0.16047353744506837,0.1745890974998474,-0.014115560054779052,-0.0008569121360778809,-0.001066899299621582,0.00020998716354370117,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.2700977176427841,0.29034934043884275,-0.020251622796058653,0.09292446970939636,0.09600746631622314,-0.003082996606826782,-0.0033109068870544435,0.02659386396408081,-0.029904770851135253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,slow_1Hz,normal,logit,5,0.40251224040985106,0.4543212532997131,-0.05180901288986206,0.40251224040985106,0.4543212532997131,-0.05180901288986206,1009.3333333333334,980.0,29.333333333333325,709.3333333333334,680.0,29.333333333333325,0.3593897521495819,0.41248524785041807,-0.05309549570083618,0.16047312021255494,0.17458841800689698,-0.01411529779434204,-0.0007737040519714356,-0.0009600222110748291,0.00018631815910339356,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.2701116889715195,0.2903640180826187,-0.020252329111099244,0.09292446970939636,0.09600746631622314,-0.003082996606826782,-0.003315550088882446,0.026589207351207733,-0.02990475744009018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,slow_2Hz,normal,logit,5,0.4025008201599121,0.45433993339538575,-0.05183911323547363,0.4025008201599121,0.45433993339538575,-0.05183911323547363,760.0,1045.3333333333335,-285.3333333333333,460.0,745.3333333333334,-285.3333333333333,0.3595557987689972,0.4126987874507904,-0.053142988681793214,0.16046169996261597,0.17460709810256958,-0.014145398139953613,-0.0006076574325561523,-0.0007464826107025146,0.0001388251781463623,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.2703889667987823,0.290670183300972,-0.020281216502189635,0.09292446970939636,0.09600746631622314,-0.003082996606826782,-0.009444689191877843,0.020682477470836604,-0.030127166662714443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,rapid_10Hz,normal,logit,5,0.31975646018981935,0.3310373306274414,-0.01128087043762207,0.31975646018981935,0.3310373306274414,-0.01128087043762207,426.6666666666667,421.3333333333333,5.333333333333348,126.6666666666667,121.33333333333334,5.333333333333348,0.3601341903209686,0.4134246170520782,-0.05329042673110962,0.0777173399925232,0.05130449533462524,0.02641284465789795,-2.9265880584716797e-05,-2.065300941467285e-05,-8.612871170043945e-06,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.16512154340744017,0.18138625621795654,-0.016264712810516356,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.06690145209431649,0.1073132798075676,-0.040411827713251115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,rapid_20Hz,normal,logit,5,0.2276550054550171,0.24261350631713868,-0.014958500862121582,0.2276550054550171,0.24261350631713868,-0.014958500862121582,432.0,764.0000000000001,-332.0,132.00000000000006,464.0000000000001,-332.0,0.360165947675705,0.4134503066539764,-0.05328435897827148,-0.014384114742279052,-0.03711932897567749,0.022735214233398436,2.491474151611328e-06,5.036592483520508e-06,-2.54511833190918e-06,0.09325343370437622,0.09995100796222686,-0.006697574257850647,0.08634226322174073,0.10602140724658966,-0.019679144024848938,0.09325343370437622,0.09995100796222686,-0.006697574257850647,0.15744007229804993,0.19360010027885438,-0.03616002798080444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,transient_50ms,normal,logit,5,0.35478515625,0.38765037059783936,-0.03286521434783936,0.35478515625,0.38765037059783936,-0.03286521434783936,1377.3333333333335,1373.3333333333335,3.999999999999909,1077.3333333333335,1073.3333333333335,3.999999999999909,0.3601439356803894,0.41342132687568667,-0.053277391195297244,0.11274603605270386,0.1079175353050232,0.004828500747680664,-1.952052116394043e-05,-2.3943185806274413e-05,4.4226646423339845e-06,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.06753053963184356,0.0769564613699913,-0.009425921738147736,0.09292446970939636,0.09600746631622314,-0.003082996606826782,0.05018532015383244,0.07631599083542824,-0.026130670681595802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,large_field_50ms,normal,logit,5,-0.07159326076507569,-0.06858785152435302,-0.0030054092407226563,0.19656879901885987,0.2035672426223755,-0.006998443603515625,369.33333333333337,369.33333333333337,0.0,69.33333333333334,69.33333333333334,0.0,3.1789144649962965e-10,7.152557324197062e-10,-3.9736428592007653e-10,-0.30838037729263307,-0.22372595071792603,-0.08465442657470704,4.768371697494445e-10,1.5099843264643197e-09,-1.0331471567148754e-09,0.09243120849132538,0.0946660578250885,-0.0022348493337631227,-0.06413349099457263,-0.06099594719707966,-0.003137543797492981,0.09243120849132538,0.0946660578250885,-0.0022348493337631227,-0.06413349099457263,-0.06099594719707966,-0.003137543797492981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,slow_step,normal,probability,5,0.07199038863182068,0.08037027418613434,-0.00837988555431366,0.07199038863182068,0.08037027418613434,-0.00837988555431366,1509.3333333333335,1480.0,29.33333333333335,1209.3333333333335,1180.0,29.33333333333335,0.06473569795489312,0.07351893484592438,-0.008783236891031266,0.03053257167339325,0.033390235900878903,-0.002857664227485657,0.0041696116328239444,0.005156673491001129,-0.0009870618581771851,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.04721376746892929,0.050194086879491805,-0.0029803194105625153,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,-0.0003969706594944,0.004553801193833351,-0.004950771853327751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,slow_1Hz,normal,probability,5,0.07199030816555023,0.08037013709545135,-0.008379828929901124,0.07199030816555023,0.08037013709545135,-0.008379828929901124,1009.3333333333334,980.0,29.333333333333325,709.3333333333334,680.0,29.333333333333325,0.0645179271697998,0.07323547303676606,-0.008717545866966247,0.030532491207122803,0.033390098810195924,-0.00285760760307312,0.003951840847730636,0.004873211681842804,-0.0009213708341121674,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.047216381132602694,0.05019679963588715,-0.0029804185032844543,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,-0.00039770863950252535,0.004553082212805748,-0.0049507908523082735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,slow_2Hz,normal,probability,5,0.07198804318904876,0.08037405610084533,-0.00838601291179657,0.07198804318904876,0.08037405610084533,-0.00838601291179657,758.6666666666667,1045.3333333333335,-286.66666666666663,458.6666666666667,745.3333333333334,-286.66666666666663,0.0640714630484581,0.07265606373548508,-0.008584600687026978,0.03053022623062134,0.033394017815589906,-0.0028637915849685667,0.0035053767263889314,0.004293802380561829,-0.0007884256541728973,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.04726829752326012,0.050253476947546005,-0.0029851794242858887,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,-0.0014335044892504812,0.0035469753347570077,-0.0049804798240074884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,rapid_10Hz,normal,probability,5,0.05600611865520477,0.056773439049720764,-0.0007673203945159912,0.05600611865520477,0.056773439049720764,-0.0007673203945159912,426.6666666666667,421.3333333333333,5.333333333333348,126.6666666666667,121.33333333333334,5.333333333333348,0.06131211817264557,0.06893695220351219,-0.007624834030866623,0.014548301696777344,0.009793400764465332,0.004754900932312012,0.0007460318505764007,0.0005746908485889435,0.00017134100198745728,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.027886989712715148,0.03032747618854046,-0.0024404864758253097,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.010825169924646615,0.017097117751836775,-0.006271947827190161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,rapid_20Hz,normal,probability,5,0.038823047280311586,0.04049501419067383,-0.0016719669103622437,0.038823047280311586,0.04049501419067383,-0.0016719669103622437,432.0,764.0000000000001,-332.0,132.00000000000006,464.0000000000001,-332.0,0.06060891821980476,0.06833495199680328,-0.0077260337769985196,-0.0026347696781158446,-0.006485024094581604,0.0038502544164657595,4.2831897735595704e-05,-2.73093581199646e-05,7.014125585556031e-05,0.01569695584475994,0.016319360211491586,-0.0006224043667316437,0.014211618527770042,0.017458397522568704,-0.00324677899479866,0.01569695584475994,0.016319360211491586,-0.0006224043667316437,0.02639806568622589,0.031751738861203194,-0.005353673174977302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MC_ON,transient_50ms,normal,probability,5,0.06266960799694062,0.06741361320018768,-0.00474400520324707,0.06266960799694062,0.06741361320018768,-0.00474400520324707,1377.3333333333335,1373.3333333333335,3.999999999999909,1077.3333333333335,1073.3333333333335,3.999999999999909,0.060669871419668196,0.06847761422395707,-0.007807742804288864,0.021211791038513183,0.02043357491493225,0.0007782161235809326,0.00010378509759902954,0.00011535286903381347,-1.1567771434783935e-05,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.011355788633227348,0.012942374870181083,-0.0015865862369537354,0.01563960425555706,0.015641142800450324,-1.5385448932647705e-06,0.008009466994553804,0.011926691420376301,-0.003917224425822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
