cell_id,group,pathway,normal_nll,off_nll,delta_nll,signed_mean_delta_logit,mean_abs_delta_logit,rms_delta_logit,full_delta_logit_vector_norm,valid_bins,protocol_sha256
67#26,PC_ON,direct-BC,0.49794456362724304,0.8108397126197815,0.31289514899253845,-0.7577834152891523,1.245457863648023,2.159506303097283,395.84404390710466,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#26,PC_ON,AC,0.49794456362724304,0.6759092211723328,0.17796465754508972,0.5929178258528313,0.9553774328991061,1.615810134330232,296.18288996980385,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#33,MC_OFF,H1,0.3874940276145935,0.39087575674057007,0.0033817291259765625,-0.05528282955288887,0.14136784315109252,0.23584557133050602,43.23120731768523,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#33,MC_OFF,direct-BC,0.3874940276145935,0.8185474872589111,0.4310534596443176,1.2907339823494355,2.26971329053243,4.003866721677771,733.9208929841268,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#33,MC_OFF,AC,0.3874940276145935,0.5331545472145081,0.14566051959991455,-0.7441732044393817,1.2496156269932788,2.1097506343551435,386.72367917654304,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#34,PC_ON,H1,0.3889506161212921,0.38904860615730286,9.799003601074219e-05,0.001785138708849748,0.009852335167427858,0.016367337705593153,3.0001825584314186,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#34,PC_ON,direct-BC,0.3889506161212921,0.7123388051986694,0.3233881890773773,-0.7967576754962404,1.3207888655985396,2.2946172824921445,420.61029551896695,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
67#34,PC_ON,AC,0.3889506161212921,0.5638946294784546,0.17494401335716248,0.6969574076806505,1.1209428129966061,1.888645665348091,346.19446889631666,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#3,MC_OFF,H1,0.49072161316871643,0.4966895580291748,0.005967944860458374,-0.046056686732918024,0.17842255032931764,0.2979605983515053,54.61707984240354,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#3,MC_OFF,direct-BC,0.49072161316871643,0.9612759351730347,0.47055432200431824,1.0909722470554213,1.9321007294021546,3.443183898519293,631.1460338647142,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#3,MC_OFF,AC,0.49072161316871643,0.6762682795524597,0.1855466663837433,-0.803919633893917,1.3569857546749213,2.322086283240554,425.6454465267418,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#4,PC_ON,H1,0.44615620374679565,0.446416974067688,0.000260770320892334,-0.007551511935889721,0.011832065818210443,0.020009759905604392,3.3957688606002137,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#4,PC_ON,direct-BC,0.44615620374679565,0.5229538679122925,0.07679766416549683,-0.6987603145837784,1.085597851301233,1.7673403782132588,299.9276078638553,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#4,PC_ON,AC,0.44615620374679565,0.8238936066627502,0.3777374029159546,1.0324610266461969,1.6389852277562023,2.8356470123344386,481.22525555353553,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#7,PC_ON,H1,0.396651953458786,0.3963638246059418,-0.0002881288528442383,0.0028478680675228436,0.013047393448650836,0.021501100045665567,3.941216739363237,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#7,PC_ON,direct-BC,0.396651953458786,0.8335748910903931,0.43692293763160706,-0.9502708743264278,1.541429188599189,2.6638302684699484,488.28815375112663,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#7,PC_ON,AC,0.396651953458786,0.6249868869781494,0.2283349335193634,0.8306293939923247,1.3134697351728877,2.214219152911202,405.87307493746647,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#10,MC_ON,H1,0.37376639246940613,0.375042587518692,0.0012761950492858887,0.0057259460166096685,0.1412167258436481,0.22725059251474794,15.744382891426994,4800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#10,MC_ON,direct-BC,0.37376639246940613,0.6503769159317017,0.27661052346229553,-0.8789594078188141,1.5610980511829258,2.668091244759148,184.85078380610145,4800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#10,MC_ON,AC,0.37376639246940613,0.7142303586006165,0.3404639661312103,0.8606279468536377,1.4866310200343529,2.4840300973499283,172.09865344561368,4800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#11,PC_OFF,H1,0.4056059420108795,0.4061197340488434,0.0005137920379638672,-0.011826049933830896,0.0185808643947045,0.030431956594858558,5.5782697856619965,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#11,PC_OFF,direct-BC,0.4056059420108795,0.6548234224319458,0.24921748042106628,1.4177719959616661,2.3441839519143106,4.0767477089552475,747.2801986210129,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
68#11,PC_OFF,AC,0.4056059420108795,0.44925186038017273,0.04364591836929321,-0.4228070077672601,0.675172090989848,1.0989290918138894,201.43702986504812,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#3,PC_OFF,H1,0.5366386771202087,0.543003261089325,0.006364583969116211,-0.06866469314942757,0.18902994842578968,0.31281807995040223,57.34050120493828,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#3,PC_OFF,direct-BC,0.5366386771202087,0.7555234432220459,0.21888476610183716,0.7160587689156334,1.247909682703515,2.1801714431100514,399.632026641318,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#3,PC_OFF,AC,0.5366386771202087,0.5894928574562073,0.052854180335998535,-0.4028159758510689,0.6343019264750183,1.0495657030213574,192.38857123699702,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#4,MC_ON,H1,0.43249979615211487,0.4332996904850006,0.0007998943328857422,-0.004247152817746003,0.014713115158180396,0.02318681886762252,3.9349336453056165,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#4,MC_ON,direct-BC,0.43249979615211487,0.6853878498077393,0.2528880536556244,-0.9608822735026479,1.5778435142462452,2.701440288726291,458.44961931093917,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#4,MC_ON,AC,0.43249979615211487,0.9369711875915527,0.5044713914394379,1.163619685433805,1.8496663767223558,3.1114138487007263,528.0244395585663,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#6,MC_OFF,H1,0.4448351562023163,0.4488072097301483,0.003972053527832031,-0.0158531770731012,0.11119051996618509,0.18500333044535203,33.91167062338904,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#6,MC_OFF,direct-BC,0.4448351562023163,0.7723128199577332,0.32747766375541687,0.7948771208027998,1.3780105718473594,2.406418901607894,441.10387081562925,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#6,MC_OFF,AC,0.4448351562023163,0.6240348219871521,0.17919966578483582,-0.7242430919905504,1.2131504956632853,2.0661981015623687,378.7403680473469,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#7,MC_ON,H1,0.4463059902191162,0.46097517013549805,0.014669179916381836,-0.025455407798290253,0.1600201490521431,0.26267107016764796,48.14840247673076,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#7,MC_ON,direct-BC,0.4463059902191162,0.644478976726532,0.19817298650741577,-0.7985938583314419,1.4343288548787434,2.499596550306555,458.18361594521315,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#7,MC_ON,AC,0.4463059902191162,0.8428283333778381,0.3965223431587219,0.9291292632495364,1.5691409088298678,2.6852812857027124,492.22019015924286,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#21,PC_OFF,H1,0.5127021670341492,0.5175819993019104,0.0048798322677612305,-0.0588364311804374,0.11508364342153073,0.19334895011078196,32.812404902071336,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#21,PC_OFF,direct-BC,0.5127021670341492,0.7416545152664185,0.2289523482322693,0.7642328090096513,1.4102869697536031,2.439263779317892,413.9567902700204,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
69#21,PC_OFF,AC,0.5127021670341492,0.5786375403404236,0.06593537330627441,-0.41176093167314926,0.7068260724470019,1.1745425317678628,199.3264773612176,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#1,PC_ON,H1,0.4630781412124634,0.46691739559173584,0.003839254379272461,-0.013750987226764362,0.0859900858749946,0.1399779748233961,23.755050051451537,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#1,PC_ON,direct-BC,0.4630781412124634,0.5617839694023132,0.09870582818984985,-0.4898341938108206,0.8674122608453035,1.5273543806128118,259.2006335535124,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#1,PC_ON,AC,0.4630781412124634,0.6693131923675537,0.20623505115509033,0.5696394623319307,0.9706026549637318,1.688764959792986,286.5929171759655,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#7,PC_ON,H1,0.45923587679862976,0.460143506526947,0.0009076297283172607,0.00872864557164056,0.0385990616359881,0.06430663243433318,11.78760043272134,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#7,PC_ON,direct-BC,0.45923587679862976,0.7811957001686096,0.32195982336997986,-0.7994096964047778,1.3266207299399233,2.3080805791330556,423.07815855739165,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#7,PC_ON,AC,0.45923587679862976,0.6864935755729675,0.22725769877433777,0.6976640477865225,1.1245624153511156,1.9069018349562712,349.5408800614943,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#15,PC_ON,H1,0.381839781999588,0.3820488750934601,0.0002090930938720703,0.004301642121540175,0.014743698491818375,0.024539895289781715,4.164558328562992,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#15,PC_ON,direct-BC,0.381839781999588,0.6392897963523865,0.25745001435279846,-0.7643756067980495,1.282226246373935,2.2411495157990955,380.3356848658799,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#15,PC_ON,AC,0.381839781999588,0.5898436307907104,0.20800384879112244,0.6692787249510487,1.080812832319902,1.8236159647079346,309.4778915820085,28800,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#34,MC_ON,H1,0.3698519468307495,0.3739865720272064,0.004134625196456909,-0.004151287724574407,0.06170923868815104,0.10103584897206916,18.520177032745284,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#34,MC_ON,direct-BC,0.3698519468307495,0.6441492438316345,0.274297297000885,-0.9304791251942516,1.5639740347489715,2.74635879813014,503.41588311757505,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
70#34,MC_ON,AC,0.3698519468307495,0.7682720422744751,0.3984200954437256,0.9828036274512609,1.5964698921392362,2.7369446064138536,501.6902332717065,33600,3652c48aa4293f2c3503e15099b40657f6d3b396f4a06f4434c4f0e27167bb08
