cell_id,group,recording_id,r3,raw_split_r_mean,Rel6,ceiling,status,multi_spike_bin_fraction,multi_spike_fraction_among_occupied,beyond_first_spike_fraction,event_rate_hz,firing_rate_hz,count_minus_occupancy_Rel6,artifact_class,protocol_sha256
68#11,PC_OFF,lSS01225,0.5318334604379225,0.5318045773402721,0.6943750403335376,0.8332916898262802,DEFINED,0.012546296296296297,0.07498616491422247,0.06975546975546976,25.09722222222222,26.979166666666668,0.0008580965917074357,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#3,PC_OFF,lSS01251,0.5317220634426494,0.5316670188143466,0.6942800866203728,0.833234712803285,DEFINED,0.028819444444444446,0.0909688733011837,0.0841196546878137,47.520833333333336,51.885416666666664,0.01462611332129915,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#4,MC_ON,lSS01254,0.8498451156827223,0.8497334292604835,0.9188284018784675,0.9585553723590867,DEFINED,0.07456018518518519,0.3422954303931987,0.30316943127962087,32.673611111111114,46.888888888888886,0.02665559564321196,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#6,MC_OFF,lSS01256,0.7422557316037085,0.7420911194763626,0.8520628954056915,0.9230725298727568,DEFINED,0.05761574074074074,0.25811469459711706,0.22240141924038384,33.48263888888889,43.05902777777778,0.02780042160585061,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#7,MC_ON,lSS01258,0.8339174640115423,0.8338467148088204,0.909438380271942,0.9536447872619773,DEFINED,0.09108796296296297,0.40124400938105437,0.34824217451983785,34.05208333333333,52.24652777777778,0.021569121720864337,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
69#21,PC_OFF,lSS01270,0.38837981115722636,0.3883354617822471,0.55947199467487,0.7479786057601313,DEFINED,0.04462962962962963,0.18231678486997635,0.157773176170755,36.71875,43.59722222222222,-0.0026489436891590223,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#1,PC_ON,lSS01278,0.46805529103964993,0.4680330173353962,0.6376534915223551,0.7985320854683017,DEFINED,0.010277777777777778,0.048909451421017845,0.04662885948330183,31.520833333333332,33.0625,0.03069730700182083,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#7,PC_ON,lSS01284,0.5784532166154474,0.5784172986547879,0.7329367896703063,0.8561172756522942,DEFINED,0.009537037037037037,0.0398799728971058,0.03879791589132862,35.87152777777778,37.31944444444444,0.027168052245185703,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#15,PC_ON,lSS01287,0.5129773782913918,0.5129045584378369,0.6781031701487805,0.8234701999154436,DEFINED,0.005648148148148148,0.03416888390981655,0.03303994583615437,24.79513888888889,25.642361111111114,0.01697381279015797,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
70#34,MC_ON,lSS01299,0.8384049115266201,0.8383398262387992,0.9121003825325996,0.9550394664790558,DEFINED,0.06324074074074074,0.3425705329153605,0.2977899093070353,27.69097222222222,39.43402777777777,0.027358114381335175,NEW_DETERMINISTIC_DERIVED_ARTIFACT,e132b11799544e0b9e6eac081b2d8454f13e8ebf0a58442bb6d42fb156f3113f
