group,mode,channel,family,name,kind,n_cells,mean_on,peak_signed,peak_absolute,peak_latency_from_onset_ms,integral_response_seconds,onset_50ms_mean,offset_50ms_mean,positive_cells,negative_cells,zero_within_1e9_cells
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+10,overlapping_minus_exclusive_pair,22,2.5991237792314076e-07,3.833662379871715e-06,8.04391774264249e-06,138.78787092729047,3.801692615855824e-07,-9.956684979525479e-08,3.03611159324646e-06,14,8,0
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+10,overlapping_minus_exclusive_pair,4,-4.805624825854338e-08,-1.4901161193847656e-07,2.8312206268310547e-07,108.33332824707031,-1.996755599975586e-08,-1.4901161193847656e-08,-1.394655555486679e-07,2,2,0
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+10,overlapping_minus_exclusive_pair,22,4.4658328641150096e-08,4.588880322196267e-07,1.2012367898767644e-06,141.2121124267578,5.016950043764982e-08,-1.2488189068707552e-08,3.879381851716475e-07,14,8,0
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+11,overlapping_minus_exclusive_pair,4,-1.887480349793691e-08,-4.470348358154297e-08,2.2351741790771484e-07,131.66665649414062,-7.947285970052085e-09,-5.587935447692871e-09,-5.029141902923584e-08,1,1,2
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+11,overlapping_minus_exclusive_pair,22,4.009766950797588e-08,4.009767012162642e-07,9.861859408291904e-07,133.9393879283558,4.302371631969105e-08,-8.466568860140715e-09,3.3629211512478913e-07,10,7,5
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+11,overlapping_minus_exclusive_pair,4,-1.4901161415892261e-09,-7.450580596923828e-09,5.21540641784668e-08,109.99998474121094,-1.3162692387898763e-09,1.862645149230957e-09,-9.778887033462524e-09,1,1,2
all,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+11,overlapping_minus_exclusive_pair,22,7.698933435218436e-09,5.587935447692871e-08,1.5747818079861728e-07,136.36362526633522,5.804679610512474e-09,-6.773255088112571e-10,4.3010169809514824e-08,12,7,3
PC_OFF,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+12,overlapping_minus_exclusive_pair,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
all,normal,logit,Mach_bands,ramp_minus_matched_uniform_x+12,overlapping_minus_exclusive_pair,22,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,22
PC_OFF,normal,probability,Mach_bands,ramp_minus_matched_uniform_x+12,overlapping_minus_exclusive_pair,4,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,4
